mask_variant,sparsity_target,method,node_type,fid_plus_model_mean,fid_plus_model_std,fid_plus_model_count,fid_minus_model_mean,fid_minus_model_std,fid_minus_model_count,n_nodes,n_graphs
scientific,0.5,gnnexplainer,C,4.44426703453064,3.9759628772735596,2,1.1097968816757202,0.24043691158294678,2,2,1
scientific,0.5,integrated_gradients,C,4.929226756095886,3.189466118812561,2,0.3019922971725464,0.2571831941604614,2,2,1
scientific,0.5,gnnexplainer,H,0.265143359079957,0.004435846582055092,2,0.11025312542915344,0.027937322854995728,2,2,1
scientific,0.5,integrated_gradients,H,0.24220360442996025,0.0054308585822582245,2,0.002251669764518738,0.0022052377462387085,2,2,1
zero,0.5,gnnexplainer,C,4.549469470977783,3.933729410171509,2,1.7563194036483765,0.5301767587661743,2,2,1
zero,0.5,integrated_gradients,C,4.822799563407898,2.567834973335266,2,0.5243651866912842,0.11893963813781738,2,2,1
zero,0.5,gnnexplainer,H,0.23614809289574623,0.0203813798725605,2,0.19586265087127686,0.008303165435791016,2,2,1
zero,0.5,integrated_gradients,H,0.19323259592056274,0.003495723009109497,2,0.005385205149650574,0.003728315234184265,2,2,1
