mask_variant,sparsity_target,method,node_type,fid_plus_model_mean,fid_plus_model_std,fid_plus_model_count,fid_minus_model_mean,fid_minus_model_std,fid_minus_model_count,n_nodes,n_graphs
scientific,0.5,gnnexplainer,C,2.7942051887512207,1.8990321159362793,2,0.8972746133804321,0.16050684452056885,2,2,1
scientific,0.5,gnnexplainer,H,0.19063159078359604,0.01054380089044571,2,0.036982014775276184,0.00728587806224823,2,2,1
zero,0.5,gnnexplainer,C,3.1614813804626465,1.765909194946289,2,0.22664034366607666,0.1239398717880249,2,2,1
zero,0.5,gnnexplainer,H,0.19160892814397812,0.006696067750453949,2,0.013498201966285706,0.003307834267616272,2,2,1
