run_index,run_id,status,error,sparsity_target,mask_variant,mask_baseline_mode,ig_baseline_mode,node_rows,summary_rows,fair_rows,edge_rows,artifacts
1,run_01_s50_zero,success,,0.5,zero,zero,scientific,8,4,4,4,"{'run_output_dir': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_01_s50_zero', 'node_level_metrics': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_01_s50_zero\\node_level_metrics_20260308_211253.csv', 'summary_by_method_and_type': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_01_s50_zero\\summary_by_method_and_type_20260308_211253.csv', 'fair_comparison': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_01_s50_zero\\fair_comparison_H_C_20260308_211253.csv', 'gnn_edge_summary': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_01_s50_zero\\gnn_edge_summary_20260308_211253.csv', 'failed_nodes': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_01_s50_zero\\failed_nodes_20260308_211253.csv', 'run_config': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_01_s50_zero\\run_config_20260308_211253.json'}"
2,run_02_s50_scientific,success,,0.5,scientific,match_ig_baseline,scientific,8,4,4,4,"{'run_output_dir': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_02_s50_scientific', 'node_level_metrics': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_02_s50_scientific\\node_level_metrics_20260308_211313.csv', 'summary_by_method_and_type': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_02_s50_scientific\\summary_by_method_and_type_20260308_211313.csv', 'fair_comparison': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_02_s50_scientific\\fair_comparison_H_C_20260308_211313.csv', 'gnn_edge_summary': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_02_s50_scientific\\gnn_edge_summary_20260308_211313.csv', 'failed_nodes': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_02_s50_scientific\\failed_nodes_20260308_211313.csv', 'run_config': 'c:\\Uni\\Lab\\gnn4nmr-lab\\gnn4nmr\\results\\experiments\\fidelity_grid_smoke_20260308_211230\\run_02_s50_scientific\\run_config_20260308_211313.json'}"
