graph_idx,node_type,node_idx,method,sparsity_target,mask_baseline_mode,ig_baseline_mode,pred_orig,pred_drop,pred_keep,target,error_orig,error_drop,error_keep,fid_plus_model,fid_minus_model,fid_plus_error_delta,fid_minus_error_delta,n_features,k_features,actual_sparsity_feat,n_features_target,k_features_target
50,H,0,gnnexplainer,0.5,zero,scientific,-0.18866461515426636,-0.09640348702669144,-0.23111072182655334,-0.18572446703910828,0.002940148115158081,0.08932098001241684,0.04538625478744507,0.09226112812757492,0.04244610667228699,0.08638083189725876,0.04244610667228699,498,256,0.48594377510040165,33,17
50,H,0,integrated_gradients,0.5,zero,scientific,-0.18866461515426636,-0.1155816838145256,-0.18775123357772827,-0.18572446703910828,0.002940148115158081,0.07014278322458267,0.002026766538619995,0.07308293133974075,0.0009133815765380859,0.06720263510942459,-0.0009133815765380859,498,256,0.48594377510040165,33,17
50,H,1,gnnexplainer,0.5,zero,scientific,-0.19408667087554932,-0.0935916006565094,-0.2116422951221466,-0.1745053380727768,0.019581332802772522,0.0809137374162674,0.03713695704936981,0.10049507021903992,0.01755562424659729,0.06133240461349487,0.01755562424659729,498,256,0.48594377510040165,33,17
50,H,1,integrated_gradients,0.5,zero,scientific,-0.19408667087554932,-0.12682494521141052,-0.18804562091827393,-0.1745053380727768,0.019581332802772522,0.04768039286136627,0.013540282845497131,0.0672617256641388,0.006041049957275391,0.02809906005859375,-0.006041049957275391,498,256,0.48594377510040165,33,17
50,H,2,gnnexplainer,0.5,zero,scientific,-0.13721123337745667,-0.06114999204874039,-0.2125706970691681,-0.1240059956908226,0.013205237686634064,0.06285600364208221,0.08856470137834549,0.07606124132871628,0.07535946369171143,0.04965076595544815,0.07535946369171143,498,256,0.48594377510040165,33,17
50,H,2,integrated_gradients,0.5,zero,scientific,-0.13721123337745667,-0.1289764791727066,-0.15830162167549133,-0.1240059956908226,0.013205237686634064,0.004970483481884003,0.03429562598466873,0.008234754204750061,0.021090388298034668,-0.008234754204750061,0.021090388298034668,498,256,0.48594377510040165,33,17
50,H,3,gnnexplainer,0.5,zero,scientific,-0.06269896030426025,-0.16958236694335938,-0.03264191746711731,-0.029461706057190895,0.03323725424706936,0.14012066088616848,0.0031802114099264145,0.10688340663909912,0.030057042837142944,0.10688340663909912,-0.030057042837142944,498,256,0.48594377510040165,33,17
50,H,3,integrated_gradients,0.5,zero,scientific,-0.06269896030426025,-0.11536190658807755,-0.07079411298036575,-0.029461706057190895,0.03323725424706936,0.08590020053088665,0.04133240692317486,0.05266294628381729,0.0080951526761055,0.05266294628381729,0.0080951526761055,498,256,0.48594377510040165,33,17
50,H,4,gnnexplainer,0.5,zero,scientific,-0.05592544749379158,-0.039075203239917755,-0.13873830437660217,-0.08866342157125473,0.03273797407746315,0.049588218331336975,0.05007488280534744,0.016850244253873825,0.08281285688281059,0.016850244253873825,0.017336908727884293,498,256,0.48594377510040165,33,17
50,H,4,integrated_gradients,0.5,zero,scientific,-0.05592544749379158,-0.11536190658807755,-0.06199117749929428,-0.08866342157125473,0.03273797407746315,0.026698485016822815,0.02667224407196045,0.059436459094285965,0.006065730005502701,-0.006039489060640335,-0.006065730005502701,498,256,0.48594377510040165,33,17
50,H,5,gnnexplainer,0.5,zero,scientific,-0.08462868630886078,-0.16664227843284607,-0.01599292829632759,-0.06410186737775803,0.020526818931102753,0.10254041105508804,0.048108939081430435,0.08201359212398529,0.06863575801253319,0.08201359212398529,0.027582120150327682,498,256,0.48594377510040165,33,17
50,H,5,integrated_gradients,0.5,zero,scientific,-0.08462868630886078,-0.13417759537696838,-0.10468821227550507,-0.06410186737775803,0.020526818931102753,0.07007572799921036,0.04058634489774704,0.049548909068107605,0.020059525966644287,0.049548909068107605,0.020059525966644287,498,256,0.48594377510040165,33,17
50,H,6,gnnexplainer,0.5,zero,scientific,-0.33054494857788086,-0.06434109061956406,-0.4554876387119293,-0.3011716902256012,0.029373258352279663,0.23683059960603714,0.15431594848632812,0.2662038579583168,0.12494269013404846,0.20745734125375748,0.12494269013404846,498,256,0.48594377510040165,33,17
50,H,6,integrated_gradients,0.5,zero,scientific,-0.33054494857788086,-0.13381662964820862,-0.321431428194046,-0.3011716902256012,0.029373258352279663,0.16735506057739258,0.020259737968444824,0.19672831892967224,0.009113520383834839,0.13798180222511292,-0.009113520383834839,498,256,0.48594377510040165,33,17
50,H,7,gnnexplainer,0.5,zero,scientific,-0.3257949948310852,-0.10178353637456894,-0.5645802617073059,-0.362988144159317,0.03719314932823181,0.2612046077847481,0.2015921175479889,0.22401145845651627,0.2387852668762207,0.22401145845651627,0.16439896821975708,498,256,0.48594377510040165,33,17
50,H,7,integrated_gradients,0.5,zero,scientific,-0.3257949948310852,-0.13605812191963196,-0.3274518847465515,-0.362988144159317,0.03719314932823181,0.22693002223968506,0.0355362594127655,0.18973687291145325,0.0016568899154663086,0.18973687291145325,-0.0016568899154663086,498,256,0.48594377510040165,33,17
50,C,0,gnnexplainer,0.5,zero,scientific,-3.4731967449188232,-3.3859939575195312,-6.014594554901123,-3.638505220413208,0.16530847549438477,0.25251126289367676,2.376089334487915,0.08720278739929199,2.5413978099823,0.08720278739929199,2.2107808589935303,498,256,0.48594377510040165,39,20
50,C,0,integrated_gradients,0.5,zero,scientific,-3.4731967449188232,-5.728161334991455,-3.0677711963653564,-3.638505220413208,0.16530847549438477,2.089656114578247,0.5707340240478516,2.254964590072632,0.4054255485534668,1.9243476390838623,0.4054255485534668,498,256,0.48594377510040165,39,20
50,C,1,gnnexplainer,0.5,zero,scientific,-2.626781463623047,-2.165006160736084,-6.195745944976807,-2.7032065391540527,0.07642507553100586,0.5382003784179688,3.492539405822754,0.4617753028869629,3.5689644813537598,0.4617753028869629,3.416114330291748,498,256,0.48594377510040165,39,20
50,C,1,integrated_gradients,0.5,zero,scientific,-2.626781463623047,-5.7732038497924805,-2.4305131435394287,-2.7032065391540527,0.07642507553100586,3.0699973106384277,0.272693395614624,3.1464223861694336,0.19626832008361816,2.993572235107422,0.19626832008361816,498,256,0.48594377510040165,39,20
50,C,2,gnnexplainer,0.5,zero,scientific,-2.6187326908111572,-1.7561333179473877,-5.145114421844482,-3.0836172103881836,0.46488451957702637,1.327483892440796,2.061497211456299,0.8625993728637695,2.526381731033325,0.8625993728637695,1.5966126918792725,498,256,0.48594377510040165,39,20
50,C,2,integrated_gradients,0.5,zero,scientific,-2.6187326908111572,-5.102201461791992,-2.2116527557373047,-3.0836172103881836,0.46488451957702637,2.0185842514038086,0.8719644546508789,2.483468770980835,0.40707993507385254,1.5536997318267822,0.40707993507385254,498,256,0.48594377510040165,39,20
50,C,3,gnnexplainer,0.5,zero,scientific,-12.352452278137207,-3.7905924320220947,-12.884949684143066,-11.829119682312012,0.5233325958251953,8.038527250289917,1.0558300018310547,8.561859846115112,0.5324974060058594,7.515194654464722,0.5324974060058594,498,256,0.48594377510040165,39,20
50,C,3,integrated_gradients,0.5,zero,scientific,-12.352452278137207,-4.961817741394043,-11.709147453308105,-11.829119682312012,0.5233325958251953,6.867301940917969,0.11997222900390625,7.390634536743164,0.6433048248291016,6.343969345092773,-0.40336036682128906,498,256,0.48594377510040165,39,20
50,C,4,gnnexplainer,0.5,zero,scientific,-12.56570053100586,-3.936293363571167,-14.352242469787598,-12.671215057373047,0.1055145263671875,8.73492169380188,1.6810274124145508,8.629407167434692,1.7865419387817383,8.629407167434692,1.5755128860473633,498,256,0.48594377510040165,39,20
50,C,4,integrated_gradients,0.5,zero,scientific,-12.56570053100586,-4.807519435882568,-12.898552894592285,-12.671215057373047,0.1055145263671875,7.8636956214904785,0.22733783721923828,7.758181095123291,0.3328523635864258,7.758181095123291,0.12182331085205078,498,256,0.48594377510040165,39,20
50,C,5,gnnexplainer,0.5,zero,scientific,-1.2540905475616455,-5.8214521408081055,-0.8746886849403381,-1.9315294027328491,0.6774388551712036,3.8899227380752563,1.056840717792511,4.56736159324646,0.3794018626213074,3.2124838829040527,0.3794018626213074,498,256,0.48594377510040165,39,20
50,C,5,integrated_gradients,0.5,zero,scientific,-1.2540905475616455,-4.956428527832031,-1.0890108346939087,-1.9315294027328491,0.6774388551712036,3.024899125099182,0.8425185680389404,3.7023379802703857,0.16507971286773682,2.3474602699279785,0.16507971286773682,498,256,0.48594377510040165,39,20
170,H,0,gnnexplainer,0.5,zero,scientific,-0.08065252006053925,-0.12823471426963806,-0.05054672434926033,-0.026961499825119972,0.05369102023541927,0.10127321444451809,0.023585224524140358,0.047582194209098816,0.030105795711278915,0.047582194209098816,-0.030105795711278915,662,340,0.48640483383685795,33,17
170,H,0,integrated_gradients,0.5,zero,scientific,-0.08065252006053925,-0.06910855323076248,-0.08368739485740662,-0.026961499825119972,0.05369102023541927,0.04214705340564251,0.056725895032286644,0.011543966829776764,0.0030348747968673706,-0.011543966829776764,0.0030348747968673706,662,340,0.48640483383685795,33,17
170,H,1,gnnexplainer,0.5,zero,scientific,-0.08064423501491547,-0.1282976269721985,-0.059067536145448685,-0.027961499989032745,0.05268273502588272,0.10033612698316574,0.03110603615641594,0.04765339195728302,0.02157669886946678,0.04765339195728302,-0.02157669886946678,662,340,0.48640483383685795,33,17
170,H,1,integrated_gradients,0.5,zero,scientific,-0.08064423501491547,-0.06910855323076248,-0.08368206024169922,-0.027961499989032745,0.05268273502588272,0.041147053241729736,0.05572056025266647,0.011535681784152985,0.0030378252267837524,-0.011535681784152985,0.0030378252267837524,662,340,0.48640483383685795,33,17
170,H,2,gnnexplainer,0.5,zero,scientific,-0.08063553273677826,-0.1353912055492401,-0.0847507119178772,-0.027961499989032745,0.052674032747745514,0.10742970556020737,0.05678921192884445,0.05475567281246185,0.004115179181098938,0.05475567281246185,0.004115179181098938,662,340,0.48640483383685795,33,17
170,H,2,integrated_gradients,0.5,zero,scientific,-0.08063553273677826,-0.06908669322729111,-0.08367945998907089,-0.027961499989032745,0.052674032747745514,0.04112519323825836,0.05571796000003815,0.011548839509487152,0.003043927252292633,-0.011548839509487152,0.003043927252292633,662,340,0.48640483383685795,33,17
