graph_idx, node_type, node_idx, method      , sparsity_target, pred_orig           , pred_drop           , pred_keep           , target               , error_orig            , error_drop           , error_keep          , fid_plus_model       , fid_minus_model      , fid_plus_error_delta  , fid_minus_error_delta , n_edges_considered, k_edges, actual_sparsity_edge
       50, H        ,        0, gnnexplainer,             0.9, -0.18866461515426636, -0.17394810914993286, -0.0765966847538948 , -0.18572446703910828 , 0.002940148115158081  , 0.011776357889175415 , 0.10912778228521347 , 0.014716506004333496 , 0.11206793040037155  , 0.008836209774017334  , 0.10618763417005539   ,                 30,       3,   0.9
       50, H        ,        1, gnnexplainer,             0.9, -0.19408667087554932, -0.18095897138118744, -0.07327565550804138, -0.1745053380727768  , 0.019581332802772522  , 0.0064536333084106445, 0.10122968256473541 , 0.013127699494361877 , 0.12081101536750793  , -0.013127699494361877 , 0.08164834976196289   ,                 30,       3,   0.9
       50, H        ,        2, gnnexplainer,             0.9, -0.13721123337745667, -0.14195173978805542, -0.10231917351484299, -0.1240059956908226  , 0.013205237686634064  , 0.01794574409723282  , 0.021686822175979614, 0.004740506410598755 , 0.03489205986261368  , 0.004740506410598755  , 0.00848158448934555   ,                 30,       3,   0.9
       50, H        ,        3, gnnexplainer,             0.9, -0.06269896030426025, -0.03529438376426697, -0.0891115665435791 , -0.029461706057190895, 0.03323725424706936   , 0.005832677707076073 , 0.059649860486388206, 0.027404576539993286 , 0.026412606239318848 , -0.027404576539993286 , 0.026412606239318848  ,                 30,       3,   0.9
       50, H        ,        4, gnnexplainer,             0.9, -0.05592544749379158, -0.07028144598007202, -0.07116266340017319, -0.08866342157125473 , 0.03273797407746315   , 0.01838197559118271  , 0.017500758171081543, 0.014355998486280441 , 0.015237215906381607 , -0.014355998486280441 , -0.015237215906381607 ,                 30,       3,   0.9
       50, H        ,        5, gnnexplainer,             0.9, -0.08462868630886078, -0.1075580045580864 , -0.11594714224338531, -0.06410186737775803 , 0.020526818931102753  , 0.04345613718032837  , 0.05184527486562729 , 0.022929318249225616 , 0.031318455934524536 , 0.022929318249225616  , 0.031318455934524536  ,                 30,       3,   0.9
       50, H        ,        6, gnnexplainer,             0.9, -0.33054494857788086, -0.14532992243766785, -0.2270379364490509 , -0.3011716902256012  , 0.029373258352279663  , 0.15584176778793335  , 0.07413375377655029 , 0.185215026140213    , 0.10350701212882996  , 0.1264685094356537    , 0.04476049542427063   ,                 30,       3,   0.9
       50, H        ,        7, gnnexplainer,             0.9, -0.3257949948310852 , -0.31579911708831787, -0.12147074192762375, -0.362988144159317   , 0.03719314932823181   , 0.047189027070999146 , 0.24151740223169327 , 0.009995877742767334 , 0.20432425290346146  , 0.009995877742767334  , 0.20432425290346146   ,                 30,       3,   0.9
       50, C        ,        0, gnnexplainer,             0.9, -3.4731967449188232 , -3.710657835006714  , -2.3161911964416504 , -3.638505220413208   , 0.16530847549438477   , 0.07215261459350586  , 1.3223140239715576  , 0.23746109008789062  , 1.1570055484771729   , -0.0931558609008789   , 1.1570055484771729    ,                 30,       3,   0.9
       50, C        ,        1, gnnexplainer,             0.9, -2.626781463623047  , -2.2173101902008057 , -2.0965099334716797 , -2.7032065391540527  , 0.07642507553100586   , 0.48589634895324707  , 0.606696605682373   , 0.4094712734222412   , 0.5302715301513672   , 0.4094712734222412    , 0.5302715301513672    ,                 30,       3,   0.9
