stage,edge_size,edge_ent,node_feat_size,node_feat_ent,lr,epochs,fidelity_median,fidelity_iqr,abs_delta_median,edges_selected_median,feats_selected_median,runtime_sec,n_nodes_evaluated,n_nodes_requested,n_failures,fidelity_std,seed_runs,selection_sum,nodes_with_variability,mask_var_median,mask_var_iqr,mask_var_std,feature_mask_var_median,edge_mask_var_median,node_seed_runs_min
B,1e-12,1e-12,0.001,0.001,0.01,150,0.048146529123187065,0.6587928254157305,0.04002575762569904,8.0,10.0,45.409791499958374,30.0,30.0,0.0,0.0019554620950127787,5,18.0,30,0.04913438279749156,0.027780159558588303,0.023863341541156418,0.013622063799075712,0.08664496826266141,5.0
B,1e-12,1e-12,0.001,0.0001,0.01,150,0.04814518801867962,0.6587928254157305,0.04124518483877182,8.5,10.0,45.13935409998521,30.0,30.0,0.0,0.0028866565344919932,5,18.5,30,0.049134374205020606,0.0279436724011738,0.02459228302420551,0.011419257053325665,0.08494578614324504,5.0
B,1e-12,1e-12,1e-06,1e-06,0.01,150,0.0479557728394866,0.6628975886851549,0.040921770967543125,8.0,12.5,45.24782759998925,30.0,30.0,0.0,0.0016143117729187305,5,20.5,30,0.05001268600675015,0.022418795941255426,0.022427916097082567,0.02147919981497772,0.07676638821613166,5.0
B,1e-12,1e-12,1e-06,1e-05,0.01,150,0.0479557728394866,0.66215845849365,0.040921770967543125,8.0,12.5,45.05566569999792,30.0,30.0,0.0,0.0016143117729187305,5,20.5,30,0.049529873089313455,0.022720298383605876,0.022431341537788873,0.02104156418811791,0.0766396465876685,5.0
B,1e-12,1e-12,1e-06,0.0001,0.01,150,0.0479557728394866,0.6621045251376927,0.040921770967543125,8.0,12.5,45.191088999970816,30.0,30.0,0.0,0.0015927106294210116,5,20.5,30,0.05049883358154311,0.02355876438978661,0.022355134735558325,0.021850373598463722,0.07659472794202705,5.0
B,1e-12,1e-12,1e-06,0.001,0.01,150,0.0479557728394866,0.6646696464158595,0.040921770967543125,7.5,12.0,45.45399909990374,30.0,30.0,0.0,0.0014341303462865984,5,19.5,30,0.04913209202977398,0.026363748596388924,0.022165930846477982,0.019800376966084533,0.07513180510272306,5.0
B,1e-12,1e-12,1e-05,1e-05,0.01,150,0.0479557728394866,0.6628975886851549,0.040921770967543125,8.0,12.0,44.73673820006661,30.0,30.0,0.0,0.0016363651820752465,5,20.0,30,0.049135344547061754,0.022377462914540562,0.022322598066158956,0.02015593748544238,0.07687731911906874,5.0
B,1e-12,1e-12,1e-05,0.0001,0.01,150,0.0479557728394866,0.66215845849365,0.040921770967543125,8.0,12.5,45.22233909997158,30.0,30.0,0.0,0.0016061728236200345,5,20.5,30,0.04984439205995789,0.022851265701646938,0.022183419082741223,0.02106023013822221,0.07704978506130811,5.0
B,1e-12,1e-12,1e-05,0.001,0.01,150,0.0479557728394866,0.6636113687418401,0.040921770967543125,7.5,12.0,44.95118669990916,30.0,30.0,0.0,0.0014341303462865984,5,19.5,30,0.04913208952577086,0.026894022754753652,0.02220316422603763,0.019524615863740206,0.07496868180808686,5.0
B,1e-12,1e-12,0.0001,0.0001,0.01,150,0.0479557728394866,0.6608232050202787,0.040921770967543125,8.0,12.0,45.5594147000229,30.0,30.0,0.0,0.0016270806923181975,5,20.0,30,0.0491352043658558,0.021070353395552598,0.022187499006440237,0.01856757506760808,0.07916227742290247,5.0
B,1e-12,1e-12,1e-05,1e-06,0.01,150,0.046687349677085876,0.6628975886851549,0.04027684684842825,8.0,12.0,44.73353190009948,30.0,30.0,0.0,0.0011459319189418328,5,20.0,30,0.0491353467780313,0.022362930936775008,0.02236793828659333,0.020724262344999564,0.07697207839686904,5.0
B,1e-12,1e-12,0.0001,1e-06,0.01,150,0.046687349677085876,0.6595261720940471,0.04034328367561102,8.0,12.0,45.320799299981445,30.0,30.0,0.0,0.0011668502106461046,5,20.0,30,0.048743223120123885,0.02228935915215599,0.022207513458238504,0.016851140893216113,0.07892826334794019,5.0
B,1e-12,1e-12,0.0001,1e-05,0.01,150,0.046687349677085876,0.6595261720940471,0.04034328367561102,8.0,12.0,45.59202640003059,30.0,30.0,0.0,0.0011668502106461046,5,20.0,30,0.048743324647635186,0.02229031462914796,0.022203149201953428,0.016867400499990703,0.07895289695164182,5.0
C,0.1,0.1,1e-06,0.01,0.01,150,0.030248817056417465,0.7418834082782269,0.023328129202127457,1.0,12.5,46.3441592999734,30.0,30.0,0.0,0.008115952131165394,5,13.5,30,0.02034382370515241,0.012068170666131925,0.013874952328279342,0.023153664626782935,0.01245153767993093,5.0
C,0.1,0.1,1e-05,0.01,0.01,150,0.030248817056417465,0.7418834082782269,0.023328129202127457,1.0,12.5,46.58450409991201,30.0,30.0,0.0,0.008115952131165394,5,13.5,30,0.020344902683771322,0.012066744658490457,0.0138699664877582,0.023153335328796758,0.01245159372477775,5.0
C,0.1,0.1,0.0001,0.01,0.01,150,0.030248817056417465,0.7418834082782269,0.023328129202127457,1.0,12.5,46.529777899966575,30.0,30.0,0.0,0.008115952131165394,5,13.5,30,0.02129220061208425,0.012884168829900181,0.013962183008829674,0.023484281455879216,0.01245153534918464,5.0
C,0.1,1e-06,1e-06,0.01,0.01,150,0.029342250898480415,0.7049671187996864,0.023328129202127457,1.0,12.5,40.963672999991104,30.0,30.0,0.0,0.008098080214368598,5,13.5,30,0.020921840351305065,0.014612654578560917,0.01309365600419137,0.021385101256974993,0.014485498057849641,5.0
C,0.1,1e-06,1e-05,0.01,0.01,150,0.029342250898480415,0.7049671187996864,0.023328129202127457,1.0,12.5,46.17388289992232,30.0,30.0,0.0,0.008098080214368598,5,13.5,30,0.020923408559620642,0.014607852129611378,0.013092318951786978,0.021386115497355307,0.014485483918131176,5.0
