stage,edge_size,edge_ent,node_feat_size,node_feat_ent,lr,epochs,seed,fidelity_median,fidelity_iqr,abs_delta_median,edges_selected_median,feats_selected_median,runtime_sec,n_nodes_evaluated,n_nodes_requested,n_failures,error_top_reason,error_top_count,error_first_message,fallback_model_target_count
A,0.01,0.001,1e-12,1e-12,0.01,150,1,0.04215160571038723,0.772380062378943,0.029824577271938324,1.0,12.0,62.152935799909756,30,30,0,,0,,0
A,0.01,0.001,1e-12,1e-12,0.01,150,2,0.04204060882329941,0.47992111928761005,0.03667895868420601,1.0,12.5,73.66019659989979,30,30,0,,0,,0
A,0.01,0.001,1e-12,1e-12,0.01,150,3,0.037524652667343616,0.5021139308810234,0.02886280883103609,1.0,13.0,74.98677039996255,30,30,0,,0,,0
A,0.01,0.001,1e-12,1e-12,0.01,150,4,0.0468129888176918,0.5365456193685532,0.0468129888176918,1.0,12.0,52.11199090001173,30,30,0,,0,,0
A,0.01,0.01,1e-12,1e-12,0.01,150,0,0.02959086000919342,0.7710246737115085,0.02852923423051834,1.0,12.5,51.24470369995106,30,30,0,,0,,0
A,0.01,0.01,1e-12,1e-12,0.01,150,1,0.04215160571038723,0.7777999276295304,0.028045986779034138,1.0,12.0,51.63758770003915,30,30,0,,0,,0
A,0.01,0.01,1e-12,1e-12,0.01,150,2,0.04268250614404678,0.4852048624306917,0.037320856004953384,1.0,12.5,51.68778470007237,30,30,0,,0,,0
A,0.01,0.01,1e-12,1e-12,0.01,150,3,0.027131246402859688,0.5022525852546096,0.023501179181039333,1.0,13.0,51.434347499976866,30,30,0,,0,,0
A,0.01,0.01,1e-12,1e-12,0.01,150,4,0.0468129888176918,0.5562543654814363,0.0468129888176918,1.0,12.5,50.94432769995183,30,30,0,,0,,0
A,0.01,0.1,1e-12,1e-12,0.01,150,0,0.029562216252088547,0.834065601695329,0.023862825706601143,3.0,13.0,51.21569349989295,30,30,0,,0,,0
A,0.01,0.1,1e-12,1e-12,0.01,150,1,0.02911171317100525,0.8641107780858874,0.02911171317100525,2.0,12.5,51.722524799988605,30,30,0,,0,,0
A,0.01,0.1,1e-12,1e-12,0.01,150,2,0.04204060882329941,0.9802221208810806,0.03667895868420601,3.0,13.0,49.87028290005401,30,30,0,,0,,0
A,0.01,0.1,1e-12,1e-12,0.01,150,3,0.021945610642433167,0.7938508288934827,0.017798452638089657,3.0,13.0,56.9249074999243,30,30,0,,0,,0
A,0.01,0.1,1e-12,1e-12,0.01,150,4,0.04372336529195309,0.5480641284957528,0.039486080408096313,3.5,12.5,52.96817609993741,30,30,0,,0,,0
A,0.01,1.0,1e-12,1e-12,0.01,150,0,0.02976904809474945,0.6970389913767576,0.02472858689725399,6.0,12.5,55.22766380000394,30,30,0,,0,,0
A,0.01,1.0,1e-12,1e-12,0.01,150,1,0.03010370582342148,0.6542284884490073,0.02241341397166252,6.0,13.0,53.77194210002199,30,30,0,,0,,0
A,0.01,1.0,1e-12,1e-12,0.01,150,2,0.03733360394835472,0.5971347796730697,0.037320856004953384,6.0,12.0,55.46080390003044,30,30,0,,0,,0
A,0.01,1.0,1e-12,1e-12,0.01,150,3,0.02629006188362837,0.7754415543749928,0.023469646461308002,7.0,13.0,58.110304299974814,30,30,0,,0,,0
A,0.01,1.0,1e-12,1e-12,0.01,150,4,0.046511704102158546,0.4962190971709788,0.046511704102158546,7.0,12.0,59.29411690006964,30,30,0,,0,,0
A,0.1,1e-06,1e-12,1e-12,0.01,150,0,0.029562216252088547,0.7047913731075823,0.023862825706601143,1.0,12.0,51.92729030002374,30,30,0,,0,,0
A,0.1,1e-06,1e-12,1e-12,0.01,150,1,0.030168583616614342,0.8005648339167237,0.02407793328166008,1.0,13.0,50.85188880003989,30,30,0,,0,,0
A,0.1,1e-06,1e-12,1e-12,0.01,150,2,0.036691706627607346,0.741843955591321,0.03667895868420601,1.0,12.5,53.672936099930666,30,30,0,,0,,0
A,0.1,1e-06,1e-12,1e-12,0.01,150,3,0.027131246402859688,0.7777111893519759,0.023501179181039333,1.0,13.0,68.27755250001792,30,30,0,,0,,0
A,0.1,1e-06,1e-12,1e-12,0.01,150,4,0.04751639813184738,0.7015176564455032,0.04751639813184738,1.0,12.5,69.17234990000725,30,30,0,,0,,0
A,0.1,1e-05,1e-12,1e-12,0.01,150,0,0.029562216252088547,0.7047913731075823,0.023862825706601143,1.0,12.0,70.0735603000503,30,30,0,,0,,0
A,0.1,1e-05,1e-12,1e-12,0.01,150,1,0.030168583616614342,0.8005648339167237,0.02407793328166008,1.0,13.0,69.73595570004545,30,30,0,,0,,0
A,0.1,1e-05,1e-12,1e-12,0.01,150,2,0.036691706627607346,0.741843955591321,0.03667895868420601,1.0,12.5,69.5280351000838,30,30,0,,0,,0
A,0.1,1e-05,1e-12,1e-12,0.01,150,3,0.027131246402859688,0.7777111893519759,0.023501179181039333,1.0,13.0,56.82058039994445,30,30,0,,0,,0
A,0.1,1e-05,1e-12,1e-12,0.01,150,4,0.04751639813184738,0.7015176564455032,0.04751639813184738,1.0,12.5,50.1527880000649,30,30,0,,0,,0
A,0.1,0.0001,1e-12,1e-12,0.01,150,0,0.029562216252088547,0.7047913731075823,0.023862825706601143,1.0,12.0,50.7611396999564,30,30,0,,0,,0
A,0.1,0.0001,1e-12,1e-12,0.01,150,1,0.030168583616614342,0.8005648339167237,0.02407793328166008,1.0,13.0,51.79374890006147,30,30,0,,0,,0
A,0.1,0.0001,1e-12,1e-12,0.01,150,2,0.036691706627607346,0.741843955591321,0.03667895868420601,1.0,12.5,52.11799619998783,30,30,0,,0,,0
A,0.1,0.0001,1e-12,1e-12,0.01,150,3,0.027131246402859688,0.7777111893519759,0.023501179181039333,1.0,13.0,51.29556510003749,30,30,0,,0,,0
A,0.1,0.0001,1e-12,1e-12,0.01,150,4,0.04751639813184738,0.7015176564455032,0.04751639813184738,1.0,12.5,51.05042270000558,30,30,0,,0,,0
A,0.1,0.001,1e-12,1e-12,0.01,150,0,0.029562216252088547,0.7047913731075823,0.023862825706601143,1.0,12.0,51.39982509997208,30,30,0,,0,,0
A,0.1,0.001,1e-12,1e-12,0.01,150,1,0.030168583616614342,0.8017663969658315,0.02407793328166008,1.0,13.0,51.283328599995,30,30,0,,0,,0
A,0.1,0.001,1e-12,1e-12,0.01,150,2,0.036691706627607346,0.741843955591321,0.03667895868420601,1.0,12.5,51.09849409991875,30,30,0,,0,,0
A,0.1,0.001,1e-12,1e-12,0.01,150,3,0.027131246402859688,0.7777111893519759,0.023501179181039333,1.0,13.0,51.479068399989046,30,30,0,,0,,0
A,0.1,0.001,1e-12,1e-12,0.01,150,4,0.04751639813184738,0.7015176564455032,0.04751639813184738,1.0,12.5,51.570866599911824,30,30,0,,0,,0
A,0.1,0.01,1e-12,1e-12,0.01,150,0,0.029562216252088547,0.7047913731075823,0.023862825706601143,1.0,12.0,51.66574770002626,30,30,0,,0,,0
A,0.1,0.01,1e-12,1e-12,0.01,150,1,0.030168583616614342,0.8017663969658315,0.021296154707670212,1.0,13.0,52.17554430000018,30,30,0,,0,,0
A,0.1,0.01,1e-12,1e-12,0.01,150,2,0.036691706627607346,0.741843955591321,0.03667895868420601,1.0,12.5,51.38523660006467,30,30,0,,0,,0
A,0.1,0.01,1e-12,1e-12,0.01,150,3,0.027131246402859688,0.7777111893519759,0.023501179181039333,1.0,13.0,51.15370499994606,30,30,0,,0,,0
A,0.1,0.01,1e-12,1e-12,0.01,150,4,0.04751639813184738,0.7015176564455032,0.04751639813184738,1.0,12.5,50.920051100081764,30,30,0,,0,,0
A,0.1,0.1,1e-12,1e-12,0.01,150,0,0.02959086000919342,0.8027708972804248,0.023862825706601143,1.0,12.0,51.124736799974926,30,30,0,,0,,0
A,0.1,0.1,1e-12,1e-12,0.01,150,1,0.030168583616614342,0.8017663969658315,0.021296154707670212,1.0,13.0,50.914518299978226,30,30,0,,0,,0
A,0.1,0.1,1e-12,1e-12,0.01,150,2,0.03733360394835472,0.741843955591321,0.037320856004953384,1.0,12.5,51.24430429993663,30,30,0,,0,,0
A,0.1,0.1,1e-12,1e-12,0.01,150,3,0.027131246402859688,0.7887484794482589,0.023501179181039333,1.0,13.0,51.59239759994671,30,30,0,,0,,0
A,0.1,0.1,1e-12,1e-12,0.01,150,4,0.044426774606108665,0.7021236876025796,0.04064654931426048,1.0,12.5,51.31149380002171,30,30,0,,0,,0
A,0.1,1.0,1e-12,1e-12,0.01,150,0,0.029562216252088547,0.8184633110649884,0.023862825706601143,3.0,13.0,51.50830029998906,30,30,0,,0,,0
A,0.1,1.0,1e-12,1e-12,0.01,150,1,0.027242718264460564,0.8398212506435812,0.022625867277383804,2.0,13.0,51.01403530000243,30,30,0,,0,,0
A,0.1,1.0,1e-12,1e-12,0.01,150,2,0.036691706627607346,1.0069383452646434,0.03667895868420601,3.0,13.0,51.37154969992116,30,30,0,,0,,0
A,0.1,1.0,1e-12,1e-12,0.01,150,3,0.02629006188362837,0.6642105495557189,0.023469646461308002,3.0,13.0,51.47373309999239,30,30,0,,0,,0
A,0.1,1.0,1e-12,1e-12,0.01,150,4,0.038591278716921806,0.541170216165483,0.03206462599337101,3.0,13.0,67.52025970001705,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-06,0.01,150,0,0.05087205860763788,0.607847819570452,0.040921770967543125,8.0,12.5,45.24782759998925,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-06,0.01,150,1,0.0479557728394866,0.8116759853437543,0.03818805329501629,8.0,12.5,45.46042710007168,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-06,0.01,150,2,0.04636653698980808,0.7416354361921549,0.041306786239147186,8.0,12.5,44.951366499997675,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-06,0.01,150,3,0.048938690684735775,0.6628975886851549,0.04027684684842825,8.0,13.0,45.10159430000931,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-06,0.01,150,4,0.0468129888176918,0.6397083178162575,0.0468129888176918,8.0,12.5,48.71834180003498,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-05,0.01,150,0,0.05087205860763788,0.6071900790557265,0.040921770967543125,8.0,12.5,57.440537599963136,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-05,0.01,150,1,0.0479557728394866,0.8116759853437543,0.03818805329501629,8.0,13.0,45.38595460006036,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-05,0.01,150,2,0.04636653698980808,0.7416354361921549,0.041306786239147186,8.0,12.5,44.96075440000277,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-05,0.01,150,3,0.048938690684735775,0.66215845849365,0.04027684684842825,8.0,13.0,45.03169269999489,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,1e-05,0.01,150,4,0.0468129888176918,0.6397083178162575,0.0468129888176918,8.0,12.5,45.05566569999792,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.0001,0.01,150,0,0.05087205860763788,0.6072202976793051,0.040921770967543125,8.0,12.5,45.191088999970816,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.0001,0.01,150,1,0.0479557728394866,0.8128342190757394,0.03818805329501629,8.0,13.0,45.79898890003096,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.0001,0.01,150,2,0.046431222930550575,0.7418721076101065,0.041363729164004326,8.0,12.5,44.88081530004274,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.0001,0.01,150,3,0.048938690684735775,0.6621045251376927,0.04027684684842825,8.0,13.0,44.817890700069256,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.0001,0.01,150,4,0.04685448855161667,0.6397031522355974,0.04685448855161667,7.5,12.0,46.853374999947846,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.001,0.01,150,0,0.05087205860763788,0.6093705845996737,0.040921770967543125,7.5,12.0,44.86046780005563,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.001,0.01,150,1,0.0479557728394866,0.813527594320476,0.037823889404535294,7.5,12.5,45.46016900008544,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.001,0.01,150,2,0.0473537165671587,0.7421919004991651,0.041363729164004326,7.0,12.0,45.8708891000133,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.001,0.01,150,3,0.049005127511918545,0.6646696464158595,0.04034328367561102,7.5,12.5,45.45399909990374,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.001,0.01,150,4,0.04681432992219925,0.6394565524533391,0.04681432992219925,8.0,12.0,45.27617929992266,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.01,0.01,150,0,0.053907149471342564,0.5746519132517278,0.03606222663074732,7.0,12.0,45.22686210006941,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.01,0.01,150,1,0.052493090741336346,0.8134159059263766,0.0450341897085309,6.0,12.0,44.95576190005522,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.01,0.01,150,2,0.05278460308909416,0.7239519618451595,0.04513147659599781,6.0,12.0,44.811967200017534,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.01,0.01,150,3,0.048977636732161045,0.6427819337695837,0.04031579289585352,7.0,12.0,44.69531650003046,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.01,0.01,150,4,0.04832157492637634,0.6084670112468302,0.04832157492637634,7.5,12.0,44.82956780004315,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.1,0.01,150,0,0.04594293050467968,0.5737820831127465,0.03783511649817228,7.0,12.0,44.786709400010295,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.1,0.01,150,1,0.05268681049346924,0.6863168478012085,0.04557556286454201,6.0,12.0,44.71920259995386,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.1,0.01,150,2,0.0573220569640398,0.7232452379539609,0.047641223296523094,7.0,12.0,44.68740749999415,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.1,0.01,150,3,0.0489168344065547,0.5280657880939543,0.04025499057024717,7.0,12.5,44.81286189996172,30,30,0,,0,,0
B,1e-12,1e-12,1e-06,0.1,0.01,150,4,0.04729669541120529,0.5767599884420633,0.04729669541120529,7.5,12.0,44.65418479999062,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-06,0.01,150,0,0.045775447972118855,0.6078315139748156,0.03852792922407389,8.0,12.5,44.7800596000161,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-06,0.01,150,1,0.0479557728394866,0.8132139705121517,0.03818805329501629,8.0,12.0,44.65912930003833,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-06,0.01,150,2,0.04636653698980808,0.74175627483055,0.041306786239147186,8.0,12.0,44.73353190009948,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-06,0.01,150,3,0.048938690684735775,0.6628975886851549,0.04027684684842825,8.0,12.0,44.39497140003368,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-06,0.01,150,4,0.046687349677085876,0.6397083178162575,0.046687349677085876,8.0,12.0,45.74904130003415,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-05,0.01,150,0,0.05087205860763788,0.6078315139748156,0.040921770967543125,8.0,12.5,44.80857989995275,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-05,0.01,150,1,0.0479557728394866,0.8132139705121517,0.03818805329501629,8.0,12.0,44.73673820006661,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-05,0.01,150,2,0.04636653698980808,0.74175627483055,0.041306786239147186,8.0,12.0,44.62294639996253,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-05,0.01,150,3,0.048938690684735775,0.6628975886851549,0.04027684684842825,8.0,12.0,44.608654399984516,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,1e-05,0.01,150,4,0.046687349677085876,0.6397083178162575,0.046687349677085876,8.0,12.0,44.749146699905396,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.0001,0.01,150,0,0.05087205860763788,0.607847819570452,0.040921770967543125,8.0,12.5,45.278792900033295,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.0001,0.01,150,1,0.0479557728394866,0.8113157451152802,0.03818805329501629,8.0,13.0,44.84820240002591,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.0001,0.01,150,2,0.046431222930550575,0.7418781048618257,0.041363729164004326,8.0,12.5,45.22233909997158,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.0001,0.01,150,3,0.049005127511918545,0.66215845849365,0.04034328367561102,8.0,12.5,44.79381199995987,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.0001,0.01,150,4,0.0468129888176918,0.6397031522355974,0.0468129888176918,8.0,12.0,45.37654610001482,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.001,0.01,150,0,0.05087205860763788,0.6095000663772225,0.040921770967543125,7.5,12.0,44.97390879993327,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.001,0.01,150,1,0.0479557728394866,0.8126845108345151,0.037823889404535294,7.5,12.0,45.09546949993819,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.001,0.01,150,2,0.0473537165671587,0.7421919004991651,0.041363729164004326,7.0,12.0,44.83377699996345,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.001,0.01,150,3,0.049005127511918545,0.6636113687418401,0.04034328367561102,7.5,12.5,44.95118669990916,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.001,0.01,150,4,0.04681432992219925,0.6394565524533391,0.04681432992219925,8.0,12.0,44.8068176000379,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.01,0.01,150,0,0.053907149471342564,0.6095051332376897,0.03606222663074732,7.0,12.0,44.951208299957216,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.01,0.01,150,1,0.052493090741336346,0.8134159059263766,0.0450341897085309,6.0,12.0,44.98417040007189,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.01,0.01,150,2,0.05278460308909416,0.7239519618451595,0.04513147659599781,6.0,12.0,45.034096799907275,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.01,0.01,150,3,0.048977636732161045,0.6427819337695837,0.04031579289585352,7.0,12.0,44.80608720006421,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.01,0.01,150,4,0.04832157492637634,0.6084670112468302,0.04832157492637634,7.5,12.0,45.3491394999437,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.1,0.01,150,0,0.04594293050467968,0.5737820831127465,0.03783511649817228,7.0,12.0,44.94248169998173,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.1,0.01,150,1,0.05268681049346924,0.6863168478012085,0.04557556286454201,6.0,12.0,44.66122800006997,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.1,0.01,150,2,0.0573220569640398,0.7232452379539609,0.047641223296523094,7.0,12.0,44.8382737999782,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.1,0.01,150,3,0.0489168344065547,0.5280657880939543,0.04025499057024717,7.0,12.5,44.85866519995034,30,30,0,,0,,0
B,1e-12,1e-12,1e-05,0.1,0.01,150,4,0.04729669541120529,0.5767599884420633,0.04729669541120529,7.5,12.0,44.92493169999216,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-06,0.01,150,0,0.045775447972118855,0.6077497475780547,0.03852792922407389,8.0,12.0,44.965619900031015,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-06,0.01,150,1,0.0479557728394866,0.8130630450323224,0.03836916293948889,8.0,12.0,45.33139900001697,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-06,0.01,150,2,0.04636653698980808,0.7406717571429908,0.04129036329686642,8.0,12.0,45.14737839996815,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-06,0.01,150,3,0.049005127511918545,0.6595261720940471,0.04034328367561102,8.0,11.5,45.320799299981445,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-06,0.01,150,4,0.046687349677085876,0.6388863236643374,0.046687349677085876,8.0,12.0,45.46699710004032,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-05,0.01,150,0,0.045775447972118855,0.6077497475780547,0.03852792922407389,8.0,12.0,45.47029379999731,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-05,0.01,150,1,0.0479557728394866,0.8130630450323224,0.03836916293948889,8.0,12.0,45.59202640003059,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-05,0.01,150,2,0.04636653698980808,0.7406717571429908,0.04129036329686642,8.0,12.0,45.61263480002526,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-05,0.01,150,3,0.049005127511918545,0.6595261720940471,0.04034328367561102,8.0,11.5,45.586429100017995,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,1e-05,0.01,150,4,0.046687349677085876,0.6388863236643374,0.046687349677085876,8.0,12.0,45.73923199996352,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.0001,0.01,150,0,0.05087205860763788,0.6077497475780547,0.040921770967543125,8.0,12.0,45.63326279993635,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.0001,0.01,150,1,0.0479557728394866,0.8116297172382474,0.037823889404535294,8.0,12.0,45.3736012999434,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.0001,0.01,150,2,0.0464389193803072,0.7406717571429908,0.041306786239147186,8.0,12.0,45.5594147000229,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.0001,0.01,150,3,0.049005127511918545,0.6608232050202787,0.04034328367561102,8.0,11.5,45.35214239999186,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.0001,0.01,150,4,0.046687349677085876,0.6396305332891643,0.046687349677085876,8.0,12.0,45.87354130006861,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.001,0.01,150,0,0.05087205860763788,0.6069328719750047,0.040921770967543125,7.5,12.0,45.1647774000885,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.001,0.01,150,1,0.05348994396626949,0.8116466188803315,0.04438543785363436,8.0,12.0,45.563620800036006,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.001,0.01,150,2,0.0473537165671587,0.7421768726781011,0.041363729164004326,7.5,12.0,46.21313689998351,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.001,0.01,150,3,0.049005127511918545,0.6617521145381033,0.04034328367561102,8.0,12.0,44.81926919997204,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.001,0.01,150,4,0.0468129888176918,0.6391876288689673,0.0468129888176918,7.5,12.0,45.06259409990162,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.01,0.01,150,0,0.053907149471342564,0.6095051332376897,0.03606222663074732,6.5,12.0,45.00529290002305,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.01,0.01,150,1,0.052493090741336346,0.8134159059263766,0.0462624030187726,6.0,12.0,45.09589190001134,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.01,0.01,150,2,0.057324035093188286,0.7237150529399514,0.04866219125688076,6.0,12.0,44.82473600003868,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.01,0.01,150,3,0.048977636732161045,0.6588923092931509,0.04031579289585352,7.0,12.0,45.08291489991825,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.01,0.01,150,4,0.04832157492637634,0.6084670112468302,0.04832157492637634,7.5,12.0,60.618973599979654,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.1,0.01,150,0,0.04594293050467968,0.5738603253848851,0.03783511649817228,7.0,12.0,45.38695199997164,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.1,0.01,150,1,0.05268681049346924,0.6867135846987367,0.04581253603100777,6.0,12.0,45.19374410004821,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.1,0.01,150,2,0.0573220569640398,0.7232452379539609,0.047641223296523094,7.0,12.0,45.52296470000874,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.1,0.01,150,3,0.0489168344065547,0.5280657880939543,0.04025499057024717,7.0,12.0,44.95306490000803,30,30,0,,0,,0
B,1e-12,1e-12,0.0001,0.1,0.01,150,4,0.04729669541120529,0.5767599884420633,0.04729669541120529,7.5,12.0,45.08253710006829,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-06,0.01,150,0,0.04353033099323511,0.6056462745182216,0.03803092334419489,9.0,10.0,45.09644949994981,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-06,0.01,150,1,0.04868760146200657,0.8072257526218891,0.04002575762569904,8.5,10.0,45.03753090009559,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-06,0.01,150,2,0.04914666898548603,0.745281326584518,0.04124518483877182,8.5,10.0,44.82605239993427,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-06,0.01,150,3,0.05262774135917425,0.6587928254157305,0.043965897522866726,8.0,10.0,45.24721170007251,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-06,0.01,150,4,0.04814518801867962,0.6378362416289747,0.04668600857257843,8.0,10.0,44.87027059996035,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-05,0.01,150,0,0.04353033099323511,0.6056462745182216,0.03803092334419489,9.0,10.0,45.169101399951614,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-05,0.01,150,1,0.04868760146200657,0.8072257526218891,0.04002575762569904,8.5,10.0,44.90618799999356,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-05,0.01,150,2,0.04914666898548603,0.745281326584518,0.04124518483877182,8.5,10.0,45.15812000003643,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-05,0.01,150,3,0.05262774135917425,0.6587928254157305,0.043965897522866726,8.0,10.0,44.89506100001745,30,30,0,,0,,0
B,1e-12,1e-12,0.001,1e-05,0.01,150,4,0.04814518801867962,0.6378362416289747,0.04668600857257843,8.0,10.0,45.17497190006543,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.0001,0.01,150,0,0.04353033099323511,0.6056462745182216,0.03803092334419489,9.0,10.0,45.283365500043146,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.0001,0.01,150,1,0.04868760146200657,0.8072257526218891,0.04002575762569904,8.5,10.0,45.13935409998521,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.0001,0.01,150,2,0.04808349348604679,0.745281326584518,0.04124518483877182,8.5,10.0,45.0402383999899,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.0001,0.01,150,3,0.05262774135917425,0.6587928254157305,0.043965897522866726,8.0,10.0,46.0964691999834,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.0001,0.01,150,4,0.04814518801867962,0.6378362416289747,0.04668600857257843,8.0,10.0,45.109870800049976,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.001,0.01,150,0,0.051548694260418415,0.6056462745182216,0.03579248208552599,8.0,10.0,45.580484300036915,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.001,0.01,150,1,0.0479557728394866,0.8072257526218891,0.04002575762569904,8.5,11.0,45.409791499958374,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.001,0.01,150,2,0.04808349348604679,0.7449373402632773,0.039998482912778854,8.0,10.0,45.76176340004895,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.001,0.01,150,3,0.05246599670499563,0.6587928254157305,0.04380415286868811,8.0,10.0,45.28108439990319,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.001,0.01,150,4,0.048146529123187065,0.6379012512043118,0.046687349677085876,8.0,10.0,45.224374199984595,30,30,0,,0,,0
B,1e-12,1e-12,0.001,0.01,0.01,150,0,0.053907149471342564,0.6072582853958011,0.03606222663074732,7.5,12.0,45.501527399988845,30,30,0,,0,,0
