stage,edge_size,edge_ent,node_feat_size,node_feat_ent,lr,epochs,seed,fidelity_median,fidelity_iqr,abs_delta_median,edges_selected_median,feats_selected_median,runtime_sec,n_nodes_evaluated,n_nodes_requested,n_failures,error_top_reason,error_top_count,error_first_message,fallback_model_target_count
A,1e-05,0.1,1e-12,1e-12,0.01,150,0,0.0300394706428051,0.6230279593728483,0.024914709851145744,6.5,12.5,45.66445979999844,30,30,0,,0,,0
A,1e-05,0.1,1e-12,1e-12,0.01,150,1,0.031928351148962975,0.6956972414627671,0.027672773227095604,6.0,12.5,45.29427359998226,30,30,0,,0,,0
A,1e-05,0.1,1e-12,1e-12,0.01,150,2,0.041270941495895386,0.6231998801231384,0.03590929135680199,7.0,12.0,45.16523619997315,30,30,0,,0,,0
A,1e-05,0.1,1e-12,1e-12,0.01,150,3,0.021287813782691956,0.6834960021078587,0.017798452638089657,7.0,13.0,45.13657329999842,30,30,0,,0,,0
A,1e-05,0.1,1e-12,1e-12,0.01,150,4,0.0468129888176918,0.4387774937786162,0.0468129888176918,7.0,12.0,44.864630899974145,30,30,0,,0,,0
A,1e-05,1.0,1e-12,1e-12,0.01,150,0,0.02976904809474945,0.6344896047376096,0.02472858689725399,6.5,12.5,45.40001810004469,30,30,0,,0,,0
A,1e-05,1.0,1e-12,1e-12,0.01,150,1,0.03010370582342148,0.6494051897898316,0.023968705907464027,6.0,13.0,44.900423799990676,30,30,0,,0,,0
A,1e-05,1.0,1e-12,1e-12,0.01,150,2,0.03733360394835472,0.5976166315376759,0.037320856004953384,7.0,12.5,44.91843840002548,30,30,0,,0,,0
A,1e-05,1.0,1e-12,1e-12,0.01,150,3,0.02629006188362837,0.7908994825556874,0.023469646461308002,7.0,13.0,45.45689319993835,30,30,0,,0,,0
A,1e-05,1.0,1e-12,1e-12,0.01,150,4,0.046511704102158546,0.49283321434631944,0.046511704102158546,7.0,12.0,45.292863599956036,30,30,0,,0,,0
A,0.0001,1e-06,1e-12,1e-12,0.01,150,0,0.045775447972118855,0.7704579108394682,0.03852792922407389,4.0,13.0,45.687728799995966,30,30,0,,0,,0
A,0.0001,1e-06,1e-12,1e-12,0.01,150,1,0.0479557728394866,0.7949385344982147,0.03818805329501629,3.5,12.5,45.43574390001595,30,30,0,,0,,0
