stage,edge_size,edge_ent,node_feat_size,node_feat_ent,lr,epochs,graph_idx,node_type,node_idx,target_value,seed_runs,feature_mask_var_mean,edge_mask_var_mean,mask_var_mean
A,0.0001,0.1,1e-12,1e-12,0.01,150,620,H,6,0.08161692321300507,5,0.0355587108793061,0.19329643239795613,0.11442757163863111
A,0.01,1.0,1e-12,1e-12,0.01,150,620,H,6,0.08161692321300507,5,0.037554437867579844,0.19524528444210887,0.11639986115484435
A,0.001,0.1,1e-12,1e-12,0.01,150,620,H,6,0.08161692321300507,5,0.04078937405973147,0.19372583678141536,0.11725760542057342
A,0.01,0.1,1e-12,1e-12,0.01,150,620,H,6,0.08161692321300507,5,0.04379150537751117,0.19142047649192728,0.11760599093471923
A,1e-06,1.0,1e-12,1e-12,0.01,150,620,H,6,0.08161692321300507,5,0.04080103820755597,0.19464170133786013,0.11772136977270806
A,1e-05,1.0,1e-12,1e-12,0.01,150,620,H,6,0.08161692321300507,5,0.0408008362824265,0.19464219086884924,0.11772151357563787
A,0.0001,1.0,1e-12,1e-12,0.01,150,620,H,6,0.08161692321300507,5,0.040799268812777074,0.19464748581792962,0.11772337731535334
A,0.001,1.0,1e-12,1e-12,0.01,150,620,H,6,0.08161692321300507,5,0.04079314609523968,0.1947003777708342,0.11774676193303694
B,1e-12,1e-12,0.01,0.1,0.01,150,640,H,0,0.13790667057037354,5,1.0241986196931384e-05,0.00043113691942082256,0.00022068945280887697
B,1e-12,1e-12,0.001,1e-06,0.01,150,330,H,2,-0.052478715777397156,5,9.499305137458173e-05,0.0013430792474468944,0.0007190361494107381
B,1e-12,1e-12,0.001,1e-05,0.01,150,330,H,2,-0.052478715777397156,5,9.53218652171082e-05,0.001344931292689182,0.0007201265789531452
B,1e-12,1e-12,0.001,0.0001,0.01,150,330,H,2,-0.052478715777397156,5,9.943388957865056e-05,0.0013608121841187427,0.0007301230368486967
B,1e-12,1e-12,0.01,1e-06,0.01,150,650,H,15,-0.01910228095948696,5,0.0004971778683953817,0.0014286122781662415,0.0009628950732808116
B,1e-12,1e-12,0.01,1e-05,0.01,150,650,H,15,-0.01910228095948696,5,0.0004963027149891985,0.0014320862332748165,0.0009641944741320076
B,1e-12,1e-12,0.01,0.0001,0.01,150,650,H,15,-0.01910228095948696,5,0.0005016890216079313,0.0014345006603299737,0.0009680948409689525
B,1e-12,1e-12,0.01,0.001,0.01,150,650,H,15,-0.01910228095948696,5,0.0005403818987433513,0.0014350300506339407,0.000987705974688646
B,1e-12,1e-12,0.01,0.0001,0.01,150,330,H,2,-0.052478715777397156,5,0.0014910460037163595,0.0007141010140539095,0.0011025735088851345
B,1e-12,1e-12,0.01,1e-06,0.01,150,330,H,2,-0.052478715777397156,5,0.0014967496272460382,0.0007147130319533801,0.001105731329599709
B,1e-12,1e-12,0.01,1e-05,0.01,150,330,H,2,-0.052478715777397156,5,0.0014964853754227939,0.0007152411286402582,0.001105863252031526
B,1e-12,1e-12,0.01,0.001,0.01,150,330,H,2,-0.052478715777397156,5,0.0016793704875222952,0.0006948321725037942,0.0011871013300130448
B,1e-12,1e-12,1e-06,0.001,0.01,150,650,H,12,-0.10497073829174042,5,8.608919287940931e-05,0.0032096315229144063,0.0016478603578969078
B,1e-12,1e-12,1e-05,0.001,0.01,150,650,H,12,-0.10497073829174042,5,8.70312606726333e-05,0.0032108077113750253,0.0016489194860238292
B,1e-12,1e-12,0.0001,0.001,0.01,150,650,H,12,-0.10497073829174042,5,9.634532137810807e-05,0.003212372133455261,0.0016543587274166845
B,1e-12,1e-12,0.0001,1e-05,0.01,150,650,H,12,-0.10497073829174042,5,9.176367360193139e-05,0.0033754245001840393,0.0017335940868929854
B,1e-12,1e-12,0.0001,1e-06,0.01,150,650,H,12,-0.10497073829174042,5,9.160546869951118e-05,0.003376113170180872,0.0017338593194401917
B,1e-12,1e-12,0.0001,0.0001,0.01,150,650,H,12,-0.10497073829174042,5,9.300394023213269e-05,0.003375409416933195,0.0017342066785826637
B,1e-12,1e-12,1e-06,1e-06,0.01,150,650,H,12,-0.10497073829174042,5,8.543709767594417e-05,0.0033911570213287236,0.0017382970595023338
B,1e-12,1e-12,1e-05,0.0001,0.01,150,650,H,12,-0.10497073829174042,5,8.72725162133575e-05,0.0033901144066267367,0.001738693461420047
B,1e-12,1e-12,1e-06,1e-05,0.01,150,650,H,12,-0.10497073829174042,5,8.531247665532957e-05,0.003394668757443213,0.0017399906170492713
B,1e-12,1e-12,1e-05,1e-06,0.01,150,650,H,12,-0.10497073829174042,5,8.643245890446204e-05,0.0033951115854542026,0.0017407720221793324
B,1e-12,1e-12,1e-05,1e-05,0.01,150,650,H,12,-0.10497073829174042,5,8.645201714976952e-05,0.0033970252788897426,0.001741738648019756
B,1e-12,1e-12,1e-06,0.0001,0.01,150,650,H,12,-0.10497073829174042,5,8.628939853391523e-05,0.003402458273577196,0.0017443738360555557
B,1e-12,1e-12,0.01,1e-06,0.01,150,610,H,6,-0.14696994423866272,5,0.003121678022126514,0.0007113154544479982,0.0019164967382872562
B,1e-12,1e-12,0.01,1e-05,0.01,150,610,H,6,-0.14696994423866272,5,0.0031231370021543347,0.0007113388776178908,0.0019172379398861128
B,1e-12,1e-12,0.01,0.0001,0.01,150,610,H,6,-0.14696994423866272,5,0.0031287043293816283,0.0007116756873941199,0.0019201900083878742
B,1e-12,1e-12,0.01,0.001,0.01,150,610,H,6,-0.14696994423866272,5,0.00317759626493947,0.0007122621291972564,0.0019449291970683631
B,1e-12,1e-12,0.1,0.1,0.01,150,330,H,2,-0.052478715777397156,5,0.003411101630212908,0.000583932414119488,0.001997517022166198
B,1e-12,1e-12,0.01,0.0001,0.01,150,330,H,1,-0.05347871407866478,5,0.001381304433324262,0.0026558164552842813,0.0020185604443042717
B,1e-12,1e-12,0.01,1e-06,0.01,150,330,H,1,-0.05347871407866478,5,0.0013824520551893717,0.0026553134822310653,0.0020188827687102184
B,1e-12,1e-12,0.01,1e-05,0.01,150,330,H,1,-0.05347871407866478,5,0.001382207056342903,0.002655701648948394,0.0020189543526456487
B,1e-12,1e-12,0.001,0.001,0.01,150,330,H,2,-0.052478715777397156,5,0.002623997030478573,0.0014335593854436011,0.002028778207961087
B,1e-12,1e-12,0.01,0.01,0.01,150,490,H,6,-0.1284528225660324,5,0.0011593355639709757,0.002910984801757337,0.0020351601828641564
B,1e-12,1e-12,0.01,0.01,0.01,150,330,H,2,-0.052478715777397156,5,0.0035252667562459795,0.0006601847670533801,0.0020927257616496797
B,1e-12,1e-12,0.01,0.001,0.01,150,330,H,1,-0.05347871407866478,5,0.0016269861983504025,0.0026540555371728654,0.002140520867761634
B,1e-12,1e-12,0.01,0.0001,0.01,150,490,H,6,-0.1284528225660324,5,0.002031985441870297,0.002291417792041557,0.0021617016169559267
B,1e-12,1e-12,0.01,1e-05,0.01,150,490,H,6,-0.1284528225660324,5,0.0020360083208268267,0.002290991205442623,0.002163499763134725
B,1e-12,1e-12,0.01,1e-06,0.01,150,490,H,6,-0.1284528225660324,5,0.0020363926610472757,0.002290837388311928,0.002163615024679602
B,1e-12,1e-12,0.01,0.001,0.01,150,490,H,6,-0.1284528225660324,5,0.002000211162176086,0.0023365983551649093,0.0021684047586704976
B,1e-12,1e-12,0.01,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.003947761326348324,0.0007282471231452802,0.002338004224746802
B,1e-12,1e-12,1.0,0.1,0.01,150,330,H,2,-0.052478715777397156,5,0.004433847055618578,0.0005823393604121918,0.0025080932080153847
B,1e-12,1e-12,0.1,0.001,0.01,150,330,H,2,-0.052478715777397156,5,0.004455221720556808,0.0005846389197958501,0.002519930320176329
B,1e-12,1e-12,0.1,0.0001,0.01,150,330,H,2,-0.052478715777397156,5,0.004478560004040941,0.0005867984991861874,0.002532679251613564
B,1e-12,1e-12,0.1,1e-05,0.01,150,330,H,2,-0.052478715777397156,5,0.004480908414034364,0.0005868548546035868,0.0025338816343189754
B,1e-12,1e-12,0.1,1e-06,0.01,150,330,H,2,-0.052478715777397156,5,0.004481145940862919,0.0005868574095681822,0.0025340016752155503
B,1e-12,1e-12,0.1,0.01,0.01,150,330,H,2,-0.052478715777397156,5,0.004563041737427999,0.0005809887817410697,0.0025720152595845344
B,1e-12,1e-12,1.0,0.01,0.01,150,330,H,2,-0.052478715777397156,5,0.004656556780530552,0.0005827775766775289,0.0026196671786040404
B,1e-12,1e-12,1.0,0.001,0.01,150,330,H,2,-0.052478715777397156,5,0.004679994502807409,0.000583120055733417,0.0026315572792704133
B,1e-12,1e-12,1.0,0.0001,0.01,150,330,H,2,-0.052478715777397156,5,0.004682352198605285,0.0005830657002249495,0.0026327089494151174
B,1e-12,1e-12,1.0,1e-05,0.01,150,330,H,2,-0.052478715777397156,5,0.0046825847558256434,0.0005830660003307741,0.0026328253780782086
B,1e-12,1e-12,1.0,1e-06,0.01,150,330,H,2,-0.052478715777397156,5,0.004682608381161471,0.0005830675063509715,0.002632837943756221
B,1e-12,1e-12,0.001,1e-06,0.01,150,650,H,12,-0.10497073829174042,5,0.0019876327644813437,0.003353431777210431,0.002670532270845887
B,1e-12,1e-12,0.001,1e-05,0.01,150,650,H,12,-0.10497073829174042,5,0.00199719534544458,0.003352556825797422,0.002674876085621001
B,1e-12,1e-12,0.001,0.0001,0.01,150,650,H,12,-0.10497073829174042,5,0.002061883539089842,0.0033346072652189205,0.002698245402154381
B,1e-12,1e-12,0.01,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.00507415648475065,0.000477321613541477,0.0027757390491460637
B,1e-12,1e-12,0.001,1e-06,0.01,150,640,H,0,0.13790667057037354,5,0.005150888844346183,0.0004043952510374993,0.0027776420476918412
B,1e-12,1e-12,0.001,1e-05,0.01,150,640,H,0,0.13790667057037354,5,0.005150927672910405,0.000404594720447875,0.00277776119667914
B,1e-12,1e-12,0.001,0.0001,0.01,150,640,H,0,0.13790667057037354,5,0.00515290312884058,0.00040408871522956246,0.0027784959220350713
B,1e-12,1e-12,0.001,0.001,0.01,150,640,H,0,0.13790667057037354,5,0.005161277558054212,0.0004105729652700063,0.002785925261662109
B,1e-12,1e-12,0.1,0.1,0.01,150,330,H,1,-0.05347871407866478,5,0.003660898410185605,0.001987552489130877,0.002824225449658241
B,1e-12,1e-12,0.0001,0.0001,0.01,150,640,H,0,0.13790667057037354,5,0.005211418705412323,0.000438852367024083,0.002825135536218203
B,1e-12,1e-12,0.0001,1e-06,0.01,150,640,H,0,0.13790667057037354,5,0.005211008120416652,0.00044040987765001197,0.002825708999033332
B,1e-12,1e-12,1e-05,0.001,0.01,150,640,H,0,0.13790667057037354,5,0.005216880402334985,0.0004345900796569425,0.002825735240995964
B,1e-12,1e-12,0.0001,1e-05,0.01,150,640,H,0,0.13790667057037354,5,0.00521121320618151,0.00044037272329092056,0.0028257929647362155
B,1e-12,1e-12,1e-06,0.0001,0.01,150,640,H,0,0.13790667057037354,5,0.005213743974548019,0.000438184269673485,0.0028259641221107523
B,1e-12,1e-12,1e-05,0.0001,0.01,150,640,H,0,0.13790667057037354,5,0.005214115483634886,0.0004387574229750158,0.0028264364533049507
B,1e-12,1e-12,0.0001,0.001,0.01,150,640,H,0,0.13790667057037354,5,0.00521679723374259,0.000436510152833165,0.0028266536932878773
B,1e-12,1e-12,1e-06,1e-05,0.01,150,640,H,0,0.13790667057037354,5,0.0052130507653710325,0.000440623311184396,0.0028268370382777143
B,1e-12,1e-12,1e-05,1e-06,0.01,150,640,H,0,0.13790667057037354,5,0.005212787202570233,0.0004409321041829628,0.0028268596533765978
B,1e-12,1e-12,1e-05,1e-05,0.01,150,640,H,0,0.13790667057037354,5,0.005213196146172309,0.0004408347802926472,0.0028270154632324784
B,1e-12,1e-12,1e-06,1e-06,0.01,150,640,H,0,0.13790667057037354,5,0.005213353288679713,0.0004408779653360284,0.002827115627007871
B,1e-12,1e-12,1e-06,0.001,0.01,150,640,H,0,0.13790667057037354,5,0.0052188096700883655,0.0004397834353096641,0.002829296552699015
B,1e-12,1e-12,0.001,0.001,0.01,150,650,H,12,-0.10497073829174042,5,0.0026236071674997138,0.003083384000833007,0.0028534955841663604
B,1e-12,1e-12,1.0,0.1,0.01,150,610,H,6,-0.14696994423866272,5,0.004875124118139155,0.000850087044223642,0.002862605581181399
B,1e-12,1e-12,0.01,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.0031022767546687972,0.00264568891473715,0.0028739828347029736
B,1e-12,1e-12,0.01,0.001,0.01,150,380,H,2,-0.11749634146690369,5,0.0035951400883154076,0.002196936016341482,0.0028960380523284446
B,1e-12,1e-12,0.01,0.0001,0.01,150,380,H,2,-0.11749634146690369,5,0.003675821220948395,0.002200039778220315,0.002937930499584355
B,1e-12,1e-12,0.01,1e-05,0.01,150,380,H,2,-0.11749634146690369,5,0.0036840197860673603,0.0022006221077592153,0.002942320946913288
B,1e-12,1e-12,0.01,1e-06,0.01,150,380,H,2,-0.11749634146690369,5,0.003684837659849349,0.002201255211678017,0.0029430464357636833
B,1e-12,1e-12,0.1,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.005066944896286355,0.0008853683945261537,0.0029761566454062547
B,1e-12,1e-12,1.0,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.005115431040182208,0.0008523583732871033,0.002983894706734656
B,1e-12,1e-12,1.0,0.001,0.01,150,610,H,6,-0.14696994423866272,5,0.005140680465878192,0.0008522009521105645,0.0029964407089943784
B,1e-12,1e-12,1.0,0.0001,0.01,150,610,H,6,-0.14696994423866272,5,0.005143225369808363,0.0008521417682480603,0.002997683569028212
B,1e-12,1e-12,1.0,1e-05,0.01,150,610,H,6,-0.14696994423866272,5,0.0051434805829727705,0.0008521388460938795,0.002997809714533325
B,1e-12,1e-12,1.0,1e-06,0.01,150,610,H,6,-0.14696994423866272,5,0.005143504554111054,0.0008521371753364802,0.002997820864723767
B,1e-12,1e-12,0.1,0.1,0.01,150,610,H,6,-0.14696994423866272,5,0.0048098476695834485,0.0013256698979620296,0.003067758783772739
B,1e-12,1e-12,0.1,0.001,0.01,150,610,H,6,-0.14696994423866272,5,0.0052874382561549655,0.0008565732530470882,0.0030720057546010267
B,1e-12,1e-12,0.1,0.0001,0.01,150,610,H,6,-0.14696994423866272,5,0.005309543125583996,0.0008496719685798838,0.00307960754708194
B,1e-12,1e-12,0.1,1e-05,0.01,150,610,H,6,-0.14696994423866272,5,0.005311636114065227,0.0008486742735424003,0.0030801551938038135
B,1e-12,1e-12,0.1,1e-06,0.01,150,610,H,6,-0.14696994423866272,5,0.005311877822206387,0.0008486456224436268,0.0030802617223250066
B,1e-12,1e-12,0.01,0.01,0.01,150,640,H,4,-0.03988323733210564,5,0.004398413312346493,0.0021501645103309385,0.0032742889113387156
B,1e-12,1e-12,0.1,0.01,0.01,150,490,H,6,-0.1284528225660324,5,0.004428456728550053,0.002235842166223989,0.003332149447387021
B,1e-12,1e-12,0.0001,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.005880084622487598,0.0008811678013891822,0.00338062621193839
B,1e-12,1e-12,1e-05,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.005915227505935155,0.0008653292117156753,0.003390278358825415
B,1e-12,1e-12,1e-06,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.005920053000783242,0.0008643690210682564,0.0033922110109257495
B,1e-12,1e-12,0.1,0.001,0.01,150,490,H,6,-0.1284528225660324,5,0.004645358454017,0.002235416477918335,0.0034403874659676677
B,1e-12,1e-12,0.1,0.0001,0.01,150,490,H,6,-0.1284528225660324,5,0.004668555807060007,0.0022353194700632175,0.003451937638561612
B,1e-12,1e-12,0.1,1e-05,0.01,150,490,H,6,-0.1284528225660324,5,0.004671075375092716,0.002233754455672994,0.0034524149153828546
B,1e-12,1e-12,0.1,1e-06,0.01,150,490,H,6,-0.1284528225660324,5,0.004671303208381583,0.0022338728940763984,0.0034525880512289906
B,1e-12,1e-12,0.01,0.0001,0.01,150,650,H,12,-0.10497073829174042,5,0.003659204606839291,0.0033004982404295905,0.003479851423634441
B,1e-12,1e-12,0.01,1e-06,0.01,150,650,H,12,-0.10497073829174042,5,0.0036593463795655794,0.0033028763068389823,0.003481111343202281
B,1e-12,1e-12,0.01,1e-05,0.01,150,650,H,12,-0.10497073829174042,5,0.00365930571509639,0.003303480504032734,0.003481393109564562
B,1e-12,1e-12,0.001,1e-06,0.01,150,330,H,1,-0.05347871407866478,5,0.0023003980117546003,0.004719233160468689,0.003509815586111645
B,1e-12,1e-12,0.001,1e-05,0.01,150,330,H,1,-0.05347871407866478,5,0.0023036469818526633,0.0047222390994799916,0.0035129430406663272
B,1e-12,1e-12,0.001,0.0001,0.01,150,330,H,1,-0.05347871407866478,5,0.0023381767656438985,0.004723920121808334,0.003531048443726116
B,1e-12,1e-12,0.01,0.01,0.01,150,650,H,12,-0.10497073829174042,5,0.0037213109397877383,0.0034252271333865283,0.003573269036587133
B,1e-12,1e-12,0.1,0.01,0.01,150,330,H,1,-0.05347871407866478,5,0.005186578790674378,0.002063909394629064,0.003625244092651721
B,1e-12,1e-12,0.01,0.001,0.01,150,650,H,12,-0.10497073829174042,5,0.003971088681023104,0.003296852271577251,0.0036339704763001775
B,1e-12,1e-12,1.0,0.1,0.01,150,330,H,1,-0.05347871407866478,5,0.005270208680122208,0.0020097886492990826,0.0036399986647106452
B,1e-12,1e-12,0.0001,1e-06,0.01,150,490,H,6,-0.1284528225660324,5,0.004616257376409244,0.0027769612500189566,0.0036966093132141005
B,1e-12,1e-12,0.0001,1e-05,0.01,150,490,H,6,-0.1284528225660324,5,0.004670511610404795,0.0027811219645300866,0.003725816787467441
B,1e-12,1e-12,1.0,0.01,0.01,150,330,H,1,-0.05347871407866478,5,0.005534440813416297,0.002012441970589407,0.003773441392002852
B,1e-12,1e-12,0.1,0.001,0.01,150,330,H,1,-0.05347871407866478,5,0.0054664684255339765,0.002084149762143994,0.0037753090938389853
B,1e-12,1e-12,1.0,0.001,0.01,150,330,H,1,-0.05347871407866478,5,0.0055622976446928875,0.002012123141107196,0.0037872103929000416
B,1e-12,1e-12,1.0,0.0001,0.01,150,330,H,1,-0.05347871407866478,5,0.005565106490586361,0.002011133410690462,0.0037881199506384113
B,1e-12,1e-12,1.0,1e-05,0.01,150,330,H,1,-0.05347871407866478,5,0.005565387319891715,0.002011136518927259,0.003788261919409487
B,1e-12,1e-12,1.0,1e-06,0.01,150,330,H,1,-0.05347871407866478,5,0.005565415430594867,0.0020111381041385814,0.003788276767366724
B,1e-12,1e-12,0.1,0.0001,0.01,150,330,H,1,-0.05347871407866478,5,0.005496217992011456,0.0020862188549659777,0.003791218423488717
B,1e-12,1e-12,0.1,1e-05,0.01,150,330,H,1,-0.05347871407866478,5,0.0054992407395084986,0.0020868508201935753,0.003793045779851037
B,1e-12,1e-12,0.1,1e-06,0.01,150,330,H,1,-0.05347871407866478,5,0.005499504895436207,0.002086872023516691,0.0037931884594764485
B,1e-12,1e-12,0.001,0.001,0.01,150,610,H,6,-0.14696994423866272,5,0.006836620527782704,0.0008109732635600152,0.0038237968956713595
B,1e-12,1e-12,0.0001,0.001,0.01,150,610,H,6,-0.14696994423866272,5,0.006982235474842121,0.0008064495520851268,0.003894342513463624
B,1e-12,1e-12,1e-06,0.001,0.01,150,610,H,6,-0.14696994423866272,5,0.007069443823238464,0.0008044064051159694,0.003936925114177217
B,1e-12,1e-12,1e-05,0.001,0.01,150,610,H,6,-0.14696994423866272,5,0.0070722968924028995,0.0008051862890025064,0.003938741590702703
B,1e-12,1e-12,0.0001,0.0001,0.01,150,610,H,6,-0.14696994423866272,5,0.007142273431450629,0.0007930560048701806,0.0039676647181604045
B,1e-12,1e-12,0.1,0.1,0.01,150,650,H,12,-0.10497073829174042,5,0.0013356135878366956,0.006601179548158172,0.003968396567997434
B,1e-12,1e-12,0.0001,1e-05,0.01,150,610,H,6,-0.14696994423866272,5,0.007158600583209872,0.0007915662052920423,0.003975083394250957
B,1e-12,1e-12,0.0001,1e-06,0.01,150,610,H,6,-0.14696994423866272,5,0.007159901219456469,0.0007913567502465925,0.003975628984851531
B,1e-12,1e-12,1e-05,0.0001,0.01,150,610,H,6,-0.14696994423866272,5,0.007246487026367442,0.0007924558184096497,0.004019471422388546
B,1e-12,1e-12,1e-06,0.0001,0.01,150,610,H,6,-0.14696994423866272,5,0.007249497115901791,0.000791956041640134,0.004020726578770962
B,1e-12,1e-12,1e-05,1e-05,0.01,150,610,H,6,-0.14696994423866272,5,0.007257344201767663,0.0007900441444687089,0.004023694173118186
B,1e-12,1e-12,1e-05,1e-06,0.01,150,610,H,6,-0.14696994423866272,5,0.00726470143071118,0.0007898550850516984,0.00402727825788144
B,1e-12,1e-12,1e-06,1e-05,0.01,150,610,H,6,-0.14696994423866272,5,0.007279332714492861,0.0007908661578262865,0.004035099436159574
B,1e-12,1e-12,1e-06,1e-06,0.01,150,610,H,6,-0.14696994423866272,5,0.007283971322308221,0.000790733503651353,0.004037352412979787
B,1e-12,1e-12,0.001,0.01,0.01,150,650,H,12,-0.10497073829174042,5,0.006152904492429747,0.0019328251971568022,0.004042864844793275
B,1e-12,1e-12,0.001,1e-06,0.01,150,490,H,6,-0.1284528225660324,5,0.005518576644963888,0.0026708396152045565,0.004094708130084222
B,1e-12,1e-12,0.001,1e-05,0.01,150,490,H,6,-0.1284528225660324,5,0.005517466885981321,0.0026736503767153864,0.004095558631348354
B,1e-12,1e-12,0.0001,0.0001,0.01,150,490,H,6,-0.1284528225660324,5,0.005406382056916451,0.002821648254155491,0.004114015155535971
B,1e-12,1e-12,0.01,0.01,0.01,150,330,H,1,-0.05347871407866478,5,0.005179278729528123,0.0030752596000841945,0.0041272691648061586
B,1e-12,1e-12,0.001,0.0001,0.01,150,490,H,6,-0.1284528225660324,5,0.005792555529348094,0.0026966935510600366,0.004244624540204065
B,1e-12,1e-12,0.0001,0.01,0.01,150,650,H,12,-0.10497073829174042,5,0.006139300221404386,0.0024631953078082343,0.00430124776460631
B,1e-12,1e-12,1e-05,0.01,0.01,150,650,H,12,-0.10497073829174042,5,0.006163741362372156,0.002483347720877944,0.00432354454162505
B,1e-12,1e-12,1e-06,0.01,0.01,150,650,H,12,-0.10497073829174042,5,0.006164822621925394,0.002510023610382177,0.004337423116153786
B,1e-12,1e-12,0.001,0.001,0.01,150,490,H,6,-0.1284528225660324,5,0.005910184141450741,0.0028954794303042777,0.004402831785877509
B,1e-12,1e-12,1e-05,1e-06,0.01,150,490,H,6,-0.1284528225660324,5,0.0062387573224861465,0.0028055946447985034,0.004522175983642325
B,1e-12,1e-12,0.001,1e-06,0.01,150,610,H,6,-0.14696994423866272,5,0.00829090848256587,0.0008004952903721118,0.004545701886468991
B,1e-12,1e-12,0.001,1e-05,0.01,150,610,H,6,-0.14696994423866272,5,0.008294449409593677,0.0008003623143568462,0.004547405861975262
B,1e-12,1e-12,0.0001,0.0001,0.01,150,380,H,2,-0.11749634146690369,5,0.005301268722365218,0.0037974640705521526,0.004549366396458685
B,1e-12,1e-12,1e-05,1e-05,0.01,150,490,H,6,-0.1284528225660324,5,0.006299606528507135,0.0028084827265978164,0.004554044627552475
B,1e-12,1e-12,1e-06,1e-06,0.01,150,490,H,6,-0.1284528225660324,5,0.006388518765709388,0.00281016428860255,0.004599341527155969
B,1e-12,1e-12,1e-06,1e-05,0.01,150,490,H,6,-0.1284528225660324,5,0.006449193667152954,0.002814565304533545,0.0046318794858432495
B,1e-12,1e-12,0.001,0.0001,0.01,150,610,H,6,-0.14696994423866272,5,0.008689717405658853,0.0008012687764666282,0.004745493091062741
B,1e-12,1e-12,0.001,0.001,0.01,150,330,H,1,-0.05347871407866478,5,0.004653242378773617,0.004844891786403878,0.0047490670825887475
B,1e-12,1e-12,1e-05,0.001,0.01,150,380,H,2,-0.11749634146690369,5,0.005739076914485559,0.003923028312586396,0.004831052613535978
B,1e-12,1e-12,1e-06,0.001,0.01,150,380,H,2,-0.11749634146690369,5,0.005750571945117075,0.003914685606138164,0.00483262877562762
B,1e-12,1e-12,0.001,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.008902601533380319,0.0008773238003499273,0.004889962666865123
B,1e-12,1e-12,0.0001,1e-05,0.01,150,380,H,2,-0.11749634146690369,5,0.006085488046408286,0.003780153271023323,0.004932820658715805
B,1e-12,1e-12,0.0001,1e-06,0.01,150,380,H,2,-0.11749634146690369,5,0.006088449782135045,0.0037778502223365248,0.004933150002235785
B,1e-12,1e-12,0.1,0.0001,0.01,150,380,H,2,-0.11749634146690369,5,0.0047008782484739345,0.005256309385517995,0.004978593816995965
B,1e-12,1e-12,0.1,1e-06,0.01,150,380,H,2,-0.11749634146690369,5,0.0047035039713433134,0.005255222206063764,0.004979363088703538
B,1e-12,1e-12,0.1,1e-05,0.01,150,380,H,2,-0.11749634146690369,5,0.004703254734420619,0.005255851128596589,0.0049795529315086046
B,1e-12,1e-12,0.1,0.001,0.01,150,380,H,2,-0.11749634146690369,5,0.004677517370715882,0.005290953707732342,0.004984235539224112
B,1e-12,1e-12,0.1,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.004454520369678281,0.0056915857949110206,0.005073053082294651
B,1e-12,1e-12,1e-05,0.0001,0.01,150,380,H,2,-0.11749634146690369,5,0.006346482945794198,0.0038326212509439727,0.005089552098369085
B,1e-12,1e-12,1e-05,1e-06,0.01,150,380,H,2,-0.11749634146690369,5,0.006380179713956895,0.00381064944592822,0.005095414579942557
B,1e-12,1e-12,1e-05,1e-05,0.01,150,380,H,2,-0.11749634146690369,5,0.006380630889813698,0.0038131960100113104,0.005096913449912505
B,1e-12,1e-12,1e-06,0.0001,0.01,150,380,H,2,-0.11749634146690369,5,0.006378988192223065,0.003835017017614035,0.00510700260491855
B,1e-12,1e-12,1e-06,1e-06,0.01,150,380,H,2,-0.11749634146690369,5,0.00641780734955161,0.003810863095911116,0.005114335222731363
B,1e-12,1e-12,1e-06,1e-05,0.01,150,380,H,2,-0.11749634146690369,5,0.006414692612135136,0.003814342886779158,0.005114517749457146
B,1e-12,1e-12,0.1,0.1,0.01,150,490,H,6,-0.1284528225660324,5,0.006357261560328972,0.003932741586634307,0.0051450015734816395
B,1e-12,1e-12,0.1,0.01,0.01,150,650,H,12,-0.10497073829174042,5,0.002347490042240328,0.008429403624349874,0.005388446833295101
B,1e-12,1e-12,0.1,0.001,0.01,150,650,H,12,-0.10497073829174042,5,0.002662886607623549,0.008459433318895116,0.005561159963259332
B,1e-12,1e-12,0.1,0.0001,0.01,150,650,H,12,-0.10497073829174042,5,0.002673315338417094,0.008466739341626095,0.005570027340021594
B,1e-12,1e-12,0.1,1e-05,0.01,150,650,H,12,-0.10497073829174042,5,0.002674380995695725,0.00846597214924305,0.0055701765724693875
B,1e-12,1e-12,0.1,1e-06,0.01,150,650,H,12,-0.10497073829174042,5,0.002674487474944057,0.008465995077988422,0.005570241276466239
B,1e-12,1e-12,0.0001,0.001,0.01,150,380,H,2,-0.11749634146690369,5,0.007409093275554214,0.003955219626471944,0.005682156451013079
B,1e-12,1e-12,1e-06,0.1,0.01,150,640,H,0,0.13790667057037354,5,0.011099677032093608,0.0004730788424976141,0.005786377937295611
B,1e-12,1e-12,1e-05,0.1,0.01,150,640,H,0,0.13790667057037354,5,0.011099713389932223,0.0004747541638049313,0.0057872337768685765
B,1e-12,1e-12,0.001,0.1,0.01,150,640,H,0,0.13790667057037354,5,0.01109669986713228,0.00047937175681383337,0.005788035811973057
B,1e-12,1e-12,0.0001,0.1,0.01,150,640,H,0,0.13790667057037354,5,0.011101167982625313,0.0004755673392570259,0.00578836766094117
B,1e-12,1e-12,0.001,0.0001,0.01,150,380,H,2,-0.11749634146690369,5,0.007951302961292008,0.0036659015979059,0.005808602279598955
