graph_idx, node_type, node_idx, method              , sparsity_target, mask_baseline_mode, ig_baseline_mode, pred_orig           , pred_drop            , pred_keep            , target               , error_orig            , error_drop            , error_keep           , fid_plus_model        , fid_minus_model       , fid_plus_error_delta   , fid_minus_error_delta , n_features, k_features, actual_sparsity_feat
       50, H        ,        5, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.08462868630886078, -0.11903369426727295 , -0.08708865940570831 , -0.06410186737775803 , 0.020526818931102753  ,  0.05493182688951492  , 0.022986792027950287 , 0.03440500795841217   , 0.002459973096847534  , 0.03440500795841217    , 0.002459973096847534  ,         33,          4,   0.8787878787878788
       50, H        ,        5, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.08462868630886078, -0.09815524518489838 , -0.07947537302970886 , -0.06410186737775803 , 0.020526818931102753  ,  0.03405337780714035  , 0.015373505651950836 , 0.013526558876037598  , 0.0051533132791519165 , 0.013526558876037598   , -0.0051533132791519165,         33,          4,   0.8787878787878788
       50, H        ,        6, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.33054494857788086, -0.3149450421333313  , -0.3152795732021332  , -0.3011716902256012  , 0.029373258352279663  ,  0.013773351907730103 , 0.014107882976531982 , 0.01559990644454956   , 0.01526537537574768   , -0.01559990644454956   , -0.01526537537574768  ,         33,          4,   0.8787878787878788
       50, H        ,        6, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.33054494857788086, -0.2650616765022278  , -0.31565940380096436 , -0.3011716902256012  , 0.029373258352279663  ,  0.03611001372337341  , 0.01448771357536316  , 0.06548327207565308   , 0.014885544776916504  , 0.00673675537109375    , -0.014885544776916504 ,         33,          4,   0.8787878787878788
       50, H        ,        7, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.3257949948310852 , -0.2524319291114807  , -0.3945848345756531  , -0.362988144159317   , 0.03719314932823181   ,  0.1105562150478363   , 0.03159669041633606  , 0.07336306571960449   , 0.06878983974456787   , 0.07336306571960449    , -0.005596458911895752 ,         33,          4,   0.8787878787878788
       50, H        ,        7, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.3257949948310852 , -0.31439414620399475 , -0.30455106496810913 , -0.362988144159317   , 0.03719314932823181   ,  0.048593997955322266 , 0.058437079191207886 , 0.011400848627090454  , 0.021243929862976074  , 0.011400848627090454   , 0.021243929862976074  ,         33,          4,   0.8787878787878788
       50, C        ,        0, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -3.4731967449188232 , -3.504288673400879   , -5.966668128967285   , -3.638505220413208   , 0.16530847549438477   ,  0.1342165470123291   , 2.328162908554077    , 0.031091928482055664  , 2.493471384048462     , -0.031091928482055664  , 2.1628544330596924    ,         39,          4,   0.8974358974358975
       50, C        ,        0, integrated_gradients,             0.9, match_ig_baseline , scientific      , -3.4731967449188232 , -5.4750075340271     , -3.37502384185791    , -3.638505220413208   , 0.16530847549438477   ,  1.8365023136138916   , 0.26348137855529785  , 2.0018107891082764    , 0.09817290306091309   , 1.6711938381195068     , 0.09817290306091309   ,         39,          4,   0.8974358974358975
       50, C        ,        1, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -2.626781463623047  , -5.687260150909424   , -3.2592601776123047  , -2.7032065391540527  , 0.07642507553100586   ,  2.984053611755371    , 0.556053638458252    , 3.060478687286377     , 0.6324787139892578    , 2.9076285362243652     , 0.4796285629272461    ,         39,          4,   0.8974358974358975
       50, C        ,        1, integrated_gradients,             0.9, match_ig_baseline , scientific      , -2.626781463623047  , -5.394550800323486   , -2.767319440841675   , -2.7032065391540527  , 0.07642507553100586   ,  2.6913442611694336   , 0.06411290168762207  , 2.7677693367004395    , 0.14053797721862793   , 2.6149191856384277     , -0.012312173843383789 ,         39,          4,   0.8974358974358975
