graph_idx,node_type,node_idx,method,sparsity_target,pred_orig,pred_drop,pred_keep,target,error_orig,error_drop,error_keep,fid_plus_model,fid_minus_model,fid_plus_error_delta,fid_minus_error_delta,n_edges_considered,k_edges,actual_sparsity_edge
50,H,0,gnnexplainer,0.9,-0.18866461515426636,-0.07091587781906128,-0.1876755952835083,-0.18572446703910828,0.002940148115158081,0.114808589220047,0.0019511282444000244,0.11774873733520508,0.0009890198707580566,0.11186844110488892,-0.0009890198707580566,30,3,0.9
50,H,1,gnnexplainer,0.9,-0.19408667087554932,-0.08076924085617065,-0.15565840899944305,-0.1745053380727768,0.019581332802772522,0.09373609721660614,0.01884692907333374,0.11331743001937866,0.03842826187610626,0.07415476441383362,-0.0007344037294387817,30,3,0.9
50,H,2,gnnexplainer,0.9,-0.13721123337745667,-0.15156272053718567,-0.10692325234413147,-0.1240059956908226,0.013205237686634064,0.027556724846363068,0.01708274334669113,0.014351487159729004,0.030287981033325195,0.014351487159729004,0.003877505660057068,30,3,0.9
50,H,3,gnnexplainer,0.9,-0.06269896030426025,-0.08732098340988159,-0.06442972272634506,-0.029461706057190895,0.03323725424706936,0.0578592773526907,0.03496801666915417,0.024622023105621338,0.0017307624220848083,0.024622023105621338,0.0017307624220848083,30,3,0.9
50,H,4,gnnexplainer,0.9,-0.05592544749379158,-0.09001298248767853,-0.07854041457176208,-0.08866342157125473,0.03273797407746315,0.0013495609164237976,0.010123006999492645,0.03408753499388695,0.022614967077970505,-0.03138841316103935,-0.022614967077970505,30,3,0.9
50,H,5,gnnexplainer,0.9,-0.08462868630886078,-0.06429892778396606,-0.10942009091377258,-0.06410186737775803,0.020526818931102753,0.00019706040620803833,0.04531822353601456,0.020329758524894714,0.024791404604911804,-0.020329758524894714,0.024791404604911804,30,3,0.9
50,H,6,gnnexplainer,0.9,-0.33054494857788086,-0.13754698634147644,-0.32083410024642944,-0.3011716902256012,0.029373258352279663,0.16362470388412476,0.019662410020828247,0.19299796223640442,0.009710848331451416,0.1342514455318451,-0.009710848331451416,30,3,0.9
50,H,7,gnnexplainer,0.9,-0.3257949948310852,-0.14116057753562927,-0.2798103094100952,-0.362988144159317,0.03719314932823181,0.22182756662368774,0.0831778347492218,0.18463441729545593,0.04598468542098999,0.18463441729545593,0.04598468542098999,30,3,0.9
50,C,0,gnnexplainer,0.9,-3.4731967449188232,-2.2788543701171875,-2.8419785499572754,-3.638505220413208,0.16530847549438477,1.3596508502960205,0.7965266704559326,1.1943423748016357,0.6312181949615479,1.1943423748016357,0.6312181949615479,30,3,0.9
50,C,1,gnnexplainer,0.9,-2.626781463623047,-3.7812254428863525,-2.0815017223358154,-2.7032065391540527,0.07642507553100586,1.0780189037322998,0.6217048168182373,1.1544439792633057,0.5452797412872314,1.001593828201294,0.5452797412872314,30,3,0.9
