graph_idx,compound,graph_num_nodes,graph_num_edges,target_node_type,node_idx,target_value,seed_runs,feature_imp_mean_H,feature_imp_mean_C,feature_var_mean_H,feature_var_mean_C,edge_imp_mean,edge_var_mean,overall_var_mean
270,31,11,22,C,3,-2.4825034141540527,5,0.09141592992225078,0.12906358479880373,3.280158011267348e-05,0.00021424039384923226,0.317391378026117,0.12075437195708387,0.04033380464368192
270,31,11,22,H,0,-0.04426804184913635,5,0.08677806560740327,0.09513612387654109,5.336340919299858e-06,1.1468872499100725e-05,0.3745093465190042,0.09075053995677342,0.03025578172339727
270,31,11,22,H,1,-0.04426804184913635,5,0.0866605121604722,0.09533688041071098,7.228760456137976e-06,1.0842259108285142e-05,0.311124369061806,0.0962495853310711,0.032089218783545176
270,31,11,22,H,2,-0.1254609227180481,5,0.05781868718037702,0.0952523306489755,4.916810834406452e-06,1.3452337418176679e-05,0.23732073496688494,0.08991429891286204,0.02997755602037154
270,31,11,22,H,3,-0.12491703033447266,5,0.05746485682749989,0.09536906185631569,5.238583704363553e-06,1.0761904011081492e-05,0.2919653566384857,0.10097359624859355,0.033663198912102996
270,31,11,22,H,4,-0.12646092474460602,5,0.05770589556507389,0.09502762126234862,4.5057167852585315e-06,1.2494467468424143e-05,0.2762590727176179,0.08841989487479164,0.029478965019681776
270,31,11,22,H,5,-0.12591703236103058,5,0.057305948007287395,0.09489860738126132,3.6639839926093787e-06,1.049060821548138e-05,0.32315803417427974,0.09606382934359474,0.03202599464526761
280,32,11,22,C,0,-4.9927568435668945,5,0.12717573814319844,0.1904453792060033,0.0001513928610044648,0.0007370634047696808,0.5669300575486638,0.08808560941511617,0.029658021893630107
280,32,11,22,C,1,-11.189003944396973,5,0.18534191411854042,0.3193853690647162,0.0004038178413720771,0.0005953362336109149,0.5573479586365548,0.06802310095844225,0.02300741834447508
280,32,11,22,C,2,-11.188003540039062,5,0.18422055304652513,0.3253683007011811,0.00046508505760420153,0.00045367695687979743,0.65421583364633,0.06326815968724321,0.021395640567242403
280,32,11,22,C,3,-4.990756988525391,5,0.12682406171554267,0.19207289712742354,0.00013833243911049288,0.0005870228342109152,0.5572181915695018,0.08584743474454415,0.02885759667262185
280,32,11,22,H,0,-0.2499614953994751,5,0.04324610746569103,0.0960298516906989,3.366953536085467e-06,1.8386975470837694e-05,0.3246917251158844,0.06291633413978277,0.020979362689596565
280,32,11,22,H,1,-0.2509615123271942,5,0.04334231308012298,0.09529437351112181,3.843795529672191e-06,2.0643448533409665e-05,0.22981394959444354,0.07950915333376261,0.026511213525941896
280,32,11,22,H,2,-0.3321199119091034,5,0.05792677278319995,0.10245144392053286,6.707137019609847e-06,0.00027883609160127336,0.2701866006647999,0.0681843307789312,0.022823291335850694
280,32,11,22,H,3,-0.3321199119091034,5,0.058593547976378245,0.09888877745431204,8.25409955026141e-06,0.0003955549014688802,0.1989989337934689,0.057355209576639504,0.019253006192552883
280,32,11,22,H,4,-0.2509615123271942,5,0.042778343955675764,0.09528632228955244,3.5075941906260154e-06,2.2878489316853668e-05,0.26222695999524803,0.0830927836854129,0.02770638992297346
280,32,11,22,H,5,-0.2509615123271942,5,0.04299162970197321,0.09510293149222167,4.028300546208599e-06,1.6297764579801943e-05,0.24662444114007737,0.08158408207483009,0.02720146937998537
290,33,11,20,C,0,-0.5325660705566406,5,0.10368471707057472,0.20568203549099784,0.0001713670335825046,0.00034747019494870817,0.4222136854380369,0.05260796103243094,0.017708932753654053
290,33,11,20,C,1,-9.229554176330566,5,0.12647762484472208,0.26126180427451423,0.00037991702252740487,0.00032570461898318297,0.5058646579459309,0.06421693255516911,0.02164085139889323
290,33,11,20,C,2,-2.5992493629455566,5,0.045743192559239844,0.1339749285935337,7.406023697667393e-05,0.00022716759585798303,0.325115029104054,0.09338071869703217,0.03122731550995561
290,33,11,20,H,0,-0.05760163441300392,5,0.04309827783944631,0.06358654356410359,2.826551519351565e-06,9.02792873712024e-06,0.2500958060845733,0.07266990715006219,0.024227253876772884
290,33,11,20,H,1,-0.0901627317070961,5,0.04311142826471666,0.06342532833417257,2.105051884521384e-06,8.937877847998738e-06,0.23310520935803652,0.07524785609652974,0.025086299675420753
290,33,11,20,H,2,-0.05605786293745041,5,0.043016721217921286,0.06294371827035887,3.951073612488184e-06,1.0681423072078642e-05,0.2589221448451281,0.0844586767592134,0.02815776975196599
290,33,11,20,H,3,-0.08853138238191605,5,0.04324686331580384,0.06388087771896622,3.6964981376887327e-06,1.006698187929059e-05,0.22877917490899563,0.06672279053435176,0.02224551800478958
290,33,11,20,H,4,-0.08753141015768051,5,0.04320248483557894,0.06333949537868172,4.099017561870972e-06,8.03624635765741e-06,0.23767963819205762,0.06916840335653042,0.02306017954014998
290,33,11,20,H,5,-0.034128013998270035,5,0.04320219145579772,0.06331320267457229,3.29368567335571e-06,1.0091805106842933e-05,0.1950105698406696,0.06630878613416796,0.022107390541649386
300,34,11,22,C,0,-3.33225154876709,5,0.08802619869209301,0.1137861628945057,1.1281210655379197e-05,9.89799541004719e-05,0.44021683413196694,0.13065590393421034,0.04358872169965539
300,34,11,22,C,1,-4.747330665588379,5,0.11607030655699548,0.16417551634148655,5.1909025610825805e-05,9.65417235119611e-05,0.4216342491859739,0.08460064541024565,0.028249698719789478
300,34,11,22,C,2,-3.3372950553894043,5,0.08789447481283034,0.11240160100989871,7.67267573450615e-06,6.601755417691893e-05,0.43220097050070766,0.15637738297195852,0.052150357733956654
300,34,11,22,H,0,-0.08605746179819107,5,0.05796662510344476,0.09487973617182839,4.979687446396697e-06,1.47469103378427e-05,0.288536469807679,0.09298822239523581,0.031002649664340017
300,34,11,22,H,1,-0.07875944674015045,5,0.05777312475774024,0.09488976229714531,4.539621797353636e-06,1.829367099679293e-05,0.3199140017344193,0.07764752415402115,0.025890119148938434
300,34,11,22,H,2,-0.08605746179819107,5,0.05749356520145831,0.09498882841350685,4.583800926276302e-06,1.6056602703440822e-05,0.24980542287230492,0.07970590855101092,0.026575516318213546
300,34,11,22,H,3,-0.07721565663814545,5,0.05771670285047907,0.09522990728290671,4.568547952713039e-06,1.3941762318068316e-05,0.2727761122990739,0.08797309151023705,0.029330533940169278
300,34,11,22,H,4,-0.11600466817617416,5,0.02883583726455467,0.09540480501376665,2.387174624251858e-06,1.2709378440410334e-05,0.18804733052172445,0.06606947013522867,0.022028188896097773
300,34,11,22,H,5,-0.13061054050922394,5,0.028933404927903954,0.0951828830771976,1.8856508121154257e-06,1.1195147350694389e-05,0.24356716884808105,0.07426630205214808,0.024759794283436967
310,35,12,22,C,0,-0.6736989617347717,5,0.15184375369413333,0.20285446627272505,7.054475193395285e-05,0.0004273317533142816,0.4225170925598252,0.06813816890792146,0.0228786818043899
310,35,12,22,C,1,-3.5733420848846436,5,0.08878944507150939,0.12971096609392735,1.1167351047544812e-05,0.00014089262486924925,0.5146437761119821,0.1403217830441186,0.046824614340011804
310,35,12,22,C,2,-0.6833547949790955,5,0.15513996746052394,0.20077001848536677,0.00010790414642081704,0.0005273889958024897,0.4474605403840542,0.06043852817850103,0.020357940440241445
310,35,12,22,H,0,-0.08007647097110748,5,0.04319470273048588,0.09592449097042409,3.244382911380769e-06,1.3327540185919754e-05,0.27815163392912257,0.07346629755159267,0.024494289824896657
310,35,12,22,H,1,-0.03837461397051811,5,0.04337471847732862,0.09532995069892998,2.4470081587607806e-06,1.4242277440660278e-05,0.24580258699980648,0.08677444758339778,0.0289303789563324
310,35,12,22,H,2,-0.0010578647488728166,5,0.04328602757304907,0.09543829357776887,2.8717243883518866e-06,1.5523363608900517e-05,0.22274547730657188,0.06521157108041295,0.021743322056136733
310,35,12,22,H,3,-0.023427002131938934,5,0.04341618344187737,0.09501526576076817,3.061967400212898e-06,1.6519201125595774e-05,0.2380784593183886,0.07310700906877751,0.024375530079101107
310,35,12,22,H,4,-0.06256695091724396,5,0.04328496637330814,0.09470074431509035,2.146855710834161e-06,1.3225753806585789e-05,0.21481830440461636,0.06267453291910306,0.020896635176206827
310,35,12,22,H,5,-0.01763719879090786,5,0.043176114305176524,0.09497994728322721,2.892282368374345e-06,1.5765717692015293e-05,0.2540075611661781,0.07900849911940876,0.026342385706489713
310,35,12,22,H,6,-0.19942589104175568,5,0.08634890526758904,0.09539246192345252,4.855271864275793e-06,1.1908283637262344e-05,0.3303323069756681,0.10891326403200502,0.03631000919583552
320,36,12,22,C,0,-0.2236022800207138,5,0.1443852277021065,0.19297818946532713,5.0829515150658125e-05,0.0004449948368678367,0.40072183178907095,0.06320618028635226,0.021234001546123583
320,36,12,22,C,1,-1.168932318687439,5,0.1314133578798536,0.2189493332790513,0.0002389861821920023,0.0011091597979708712,0.4202239704064347,0.08760711664237306,0.02965175420751198
320,36,12,22,C,2,-4.107529640197754,5,0.10683563743351085,0.15507267614205683,0.00010260193830349716,0.00016333155531450826,0.46239680803634897,0.1123159371786373,0.0375272902240851
320,36,12,22,H,0,-0.11250480264425278,5,0.054135836107712804,0.09531515052175929,3.24993709064341e-06,1.4635910857472324e-05,0.21737675639716061,0.07873682554482907,0.02625157046425906
320,36,12,22,H,1,-0.11150480061769485,5,0.05416574877207026,0.09556386240272441,3.2713584563022605e-06,1.7187046878201797e-05,0.30532293658364906,0.09024025321092709,0.030086903872087196
320,36,12,22,H,3,-0.10867230594158173,5,0.07556503399303464,0.09503831482595868,5.682253819282542e-06,1.1908859147663345e-05,0.24799484847621486,0.08400570724836892,0.028007766120445293
320,36,12,22,H,4,-0.11026007682085037,5,0.07572295324256023,0.09519331019658307,4.859825291039344e-06,1.5403753791066314e-05,0.3035547216168859,0.0761735179157926,0.02539792716495824
320,36,12,22,H,5,-0.0052159917540848255,5,0.05398196796463295,0.09564234276867319,3.01214666424688e-06,1.4805391355402505e-05,0.19152217862958262,0.07307581280209997,0.02436454344670654
320,36,12,22,H,6,-0.028812643140554428,5,0.05414464648135684,0.09543577409707582,2.4925874710429057e-06,1.586535154053461e-05,0.3252756440504031,0.06771068144482628,0.022576346461279286
320,36,12,22,H,7,-0.005759708117693663,5,0.054286612796060965,0.09491015061354026,3.740330724333058e-06,1.5165726816344466e-05,0.2628775889900598,0.0816001992621915,0.027206368439910728
330,37,12,22,C,0,-1.5042518377304077,5,0.1454140459820306,0.1618317853818592,6.287649784800143e-05,0.000287285768519652,0.443013736944307,0.06867274332946359,0.023007635198610415
330,37,12,22,C,1,-1.1874029636383057,5,0.15885423280588992,0.16115947165805056,6.912500773568392e-05,0.0005823694102259707,0.44477202038873326,0.0759652825492349,0.025538925655732184
