graph_idx,compound,target_node_type,node_idx,feature_source_type,feature_idx,feature_importance_mean,feature_variance
0,1,C,2,C,34,0.46274008035659786,0.0011566069123064419
0,1,C,2,C,35,0.4069973945617676,0.0001103725612961634
0,1,C,2,C,36,0.4311918181180954,0.0008113627777365396
0,1,C,2,C,37,0.5187036967277527,3.5204101204848765e-05
0,1,C,2,C,38,0.370361732840538,0.00014482782310759878
0,1,C,3,H,0,0.13119810322920483,0.00020483260497757222
0,1,C,3,H,1,0.0,0.0
0,1,C,3,H,2,0.0,0.0
0,1,C,3,H,3,0.0,0.0
0,1,C,3,H,4,0.0,0.0
0,1,C,3,H,5,0.0,0.0
0,1,C,3,H,6,0.0,0.0
0,1,C,3,H,7,0.0,0.0
0,1,C,3,H,8,0.0,0.0
0,1,C,3,H,9,0.0,0.0
0,1,C,3,H,10,0.0,0.0
0,1,C,3,H,11,0.0,0.0
0,1,C,3,H,12,0.0,0.0
0,1,C,3,H,13,0.07039610942204795,3.5524370591809465e-06
0,1,C,3,H,14,0.0,0.0
0,1,C,3,H,15,0.07255020489295323,6.096922241849434e-06
0,1,C,3,H,16,0.10923992494742074,0.00019532660907502594
0,1,C,3,H,17,0.14444021880626678,0.00016518500758349537
0,1,C,3,H,18,0.0921957105398178,4.866778883601134e-05
0,1,C,3,H,19,0.12641075427333515,9.004684434218147e-05
0,1,C,3,H,20,0.12939475923776628,5.11062196732912e-05
0,1,C,3,H,21,0.081592225531737,3.1123807884707103e-05
0,1,C,3,H,22,0.0790213704109192,5.285904070368761e-06
0,1,C,3,H,23,0.12346978932619095,0.00018227682741897477
0,1,C,3,H,24,0.0969699372847875,3.711416367436151e-05
0,1,C,3,H,25,0.08214850823084514,0.00018281545800276404
