seed,graph_idx,compound,graph_num_nodes,graph_num_edges,target_node_type,node_idx,target_value,feature_h_dim,feature_c_dim,edge_dim,feature_h_vector,feature_c_vector,edge_vector
0,290,33,11,20,H,5,-0.034128013998270035,33,39,20,"[0.06930264333883922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06795130918423335, 0.0, 0.07077403863271077, 0.06851943333943684, 0.07532853136459987, 0.0727656160791715, 0.07457871735095978, 0.07174692302942276, 0.07116606831550598, 0.07072785000006358, 0.07296980669101079, 0.07120410352945328, 0.0722598060965538, 0.0686807135740916, 0.07251189649105072, 0.06543632845083873, 0.07566611965497334, 0.0688764030734698, 0.07008852809667587, 0.07311530659596126]","[0.0, 0.09842283527056377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0898824433485667, 0.0, 0.0909487356742223, 0.09680257737636566, 0.09289403756459554, 0.09437777101993561, 0.09790346523125966, 0.09828730424245198, 0.09245961407820384, 0.09956685205300649, 0.09500448405742645, 0.08995923896630605, 0.09668225546677907, 0.09530804057916005, 0.09030153354008992, 0.10082618395487468, 0.09954753518104553, 0.09437381724516551, 0.09945439298947652, 0.08457854390144348, 0.09960861007372539, 0.10056442022323608, 0.09314227104187012, 0.091604749361674, 0.09636672834555308, 0.09498739242553711]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.06703655421733856, 0.07253949344158173, 0.07215160131454468, 0.0, 0.06714645028114319, 0.9477834105491638, 0.0, 0.0, 0.0, 0.07270335406064987, 0.06908716261386871, 0.9315137267112732, 0.0, 0.0, 0.06911168992519379]"
0,290,33,11,20,C,0,-0.5325660705566406,33,39,20,"[0.32892753680547077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06883881489435832, 0.0, 0.05952334403991699, 0.33097415169080097, 0.09403199950853984, 0.07942754775285721, 0.30149726072947186, 0.06903688112894694, 0.26488691320021945, 0.18869183460871378, 0.07224926600853603, 0.27519934127728146, 0.2825329601764679, 0.09963664412498474, 0.23661120360096297, 0.10933627188205719, 0.09304767102003098, 0.08938456078370412, 0.061026553312937416, 0.2936351994673411]","[0.0, 0.2145377645889918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18549246589342752, 0.0, 0.3129911571741104, 0.38370806475480396, 0.18649610380331674, 0.24211142460505167, 0.3671555171410243, 0.37328629195690155, 0.23407193521658579, 0.33274270594120026, 0.325060876707236, 0.32593126595020294, 0.21669788658618927, 0.4639967481295268, 0.34645045797030133, 0.3839205006758372, 0.3347377727429072, 0.34744299451510113, 0.3644732932249705, 0.23662329216798147, 0.31858520209789276, 0.3766609877347946, 0.31886276106039685, 0.23407207429409027, 0.17541744311650595, 0.32089267174402875]","[0.938241183757782, 0.08619805425405502, 0.7290176153182983, 0.6701942682266235, 0.8968511819839478, 0.0, 0.0, 0.0, 0.9312127232551575, 0.9281789064407349, 0.9338758587837219, 0.9212501049041748, 0.8093650341033936, 0.9376127123832703, 0.0, 0.0, 0.0, 0.060313962399959564, 0.9289267659187317, 0.0]"
0,290,33,11,20,C,1,-9.229554176330566,33,39,20,"[0.3247673188646634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14018542816241583, 0.0, 0.13384518648187319, 0.14580726623535156, 0.1922064796090126, 0.1440699944893519, 0.42813362429539364, 0.2545127471288045, 0.2108745351433754, 0.15308925633629164, 0.18811092029015222, 0.22119666635990143, 0.4183285670975844, 0.16691768169403076, 0.1410840538640817, 0.16418146093686423, 0.16703861951828003, 0.13503609225153923, 0.14890307684739432, 0.13652529815832773]","[0.0, 0.31346804400285083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35737161338329315, 0.0, 0.5351286033789316, 0.4230063209931056, 0.36883296569188434, 0.3938165009021759, 0.46459581702947617, 0.41535620391368866, 0.3420407623052597, 0.3931722193956375, 0.41634346048037213, 0.37165220578511554, 0.37132976452509564, 0.259065642952919, 0.5402488460143408, 0.28905515372753143, 0.3799129476149877, 0.376042236884435, 0.39693179726600647, 0.24035529295603433, 0.5174697836240133, 0.2754502346118291, 0.3581737031539281, 0.4780765175819397, 0.3847590933243434, 0.25428570806980133]","[0.8007143139839172, 0.8698232173919678, 0.0770590752363205, 0.05958019942045212, 0.9331434965133667, 0.0, 0.0, 0.0, 0.1485103815793991, 0.11412643641233444, 0.09560474008321762, 0.9391262531280518, 0.8140376210212708, 0.7190611958503723, 0.940161943435669, 0.9362817406654358, 0.9301791787147522, 0.30244967341423035, 0.08660268038511276, 0.0715833231806755]"
0,290,33,11,20,C,2,-2.5992493629455566,33,39,20,"[0.08223472535610199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06643179059028625, 0.0, 0.07052343338727951, 0.08666062603394191, 0.06678390751282375, 0.06943540771802266, 0.07656420270601909, 0.06951629122098286, 0.07739180574814479, 0.07169646769762039, 0.07032449046770732, 0.08033197621504466, 0.06586238617698352, 0.06816348433494568, 0.06821142261226971, 0.066161314646403, 0.069217083354791, 0.0691724419593811, 0.07192691415548325, 0.06681142002344131]","[0.0, 0.16737773517767587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1481404354174932, 0.0, 0.29360416531562805, 0.32746821145216626, 0.15198642512162527, 0.17666426301002502, 0.31454338133335114, 0.16118295987447104, 0.14763251940409342, 0.3016320864359538, 0.17086599270502725, 0.16194508969783783, 0.1612087289492289, 0.14134714007377625, 0.16392085452874502, 0.15135226398706436, 0.32210386792818707, 0.31865841646989185, 0.1662431259950002, 0.12957810362180075, 0.26901530226071674, 0.14472955962022147, 0.1717239816983541, 0.1868864744901657, 0.15341531236966452, 0.14715721209843954]","[0.07131528109312057, 0.0, 0.0, 0.0, 0.0, 0.9313393235206604, 0.07079926133155823, 0.9307675957679749, 0.0, 0.9298527240753174, 0.06552055478096008, 0.0, 0.0, 0.0, 0.9231507182121277, 0.06788066774606705, 0.04239432141184807, 0.940785825252533, 0.05850142985582352, 0.930419385433197]"
0,300,34,11,22,H,0,-0.08605746179819107,33,39,22,"[0.09242839366197586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09457849711179733, 0.0, 0.0882443164785703, 0.0928713430960973, 0.09292219082514445, 0.09606899072726567, 0.09384977569182713, 0.09008788069089253, 0.09796057641506195, 0.09645211944977443, 0.09688367942969005, 0.09239687770605087, 0.1013862614830335, 0.09986260533332825, 0.09760345270236333, 0.09536897142728169, 0.10009702295064926, 0.09374888737996419, 0.10294033338626225, 0.09256221602360408]","[0.0, 0.14309528470039368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14669052263100943, 0.0, 0.14928099513053894, 0.14111686249574026, 0.14509118596712747, 0.14241787294546762, 0.14352430403232574, 0.14823325971762338, 0.14944684505462646, 0.14884567260742188, 0.14713687201340994, 0.1371801793575287, 0.13804714381694794, 0.1385978708664576, 0.14528678357601166, 0.14128324389457703, 0.14715009927749634, 0.1406985968351364, 0.13930551211039224, 0.14320357143878937, 0.14003068208694458, 0.14614181220531464, 0.13981442153453827, 0.1448887586593628, 0.14652188122272491, 0.14700720210870108]","[0.07152239233255386, 0.9301377534866333, 0.9359219670295715, 0.07240816950798035, 0.0, 0.0, 0.0, 0.0, 0.05606875568628311, 0.05755772814154625, 0.0, 0.0, 0.9311291575431824, 0.9291049242019653, 0.0, 0.0, 0.9319015741348267, 0.07134779542684555, 0.0703628733754158, 0.0, 0.0, 0.05999278649687767]"
0,300,34,11,22,H,1,-0.07875944674015045,33,39,22,"[0.09416451180974643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09584913154443105, 0.0, 0.09679782887299855, 0.10035426914691925, 0.0899039829770724, 0.09503168861071269, 0.09683172901471455, 0.09387695540984471, 0.09901526321967442, 0.09473278870185216, 0.09394054114818573, 0.09173736597100894, 0.09275196492671967, 0.08962105959653854, 0.09975798428058624, 0.09584212303161621, 0.08929978559414546, 0.09090019017457962, 0.09915516525506973, 0.09644799431165059]","[0.0, 0.1414098689953486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13960084319114685, 0.0, 0.13368198772271475, 0.13033384084701538, 0.13780555625756583, 0.14740549524625143, 0.1503434826930364, 0.1485711137453715, 0.15154629945755005, 0.13930919766426086, 0.13874529798825583, 0.14351065953572592, 0.13896915316581726, 0.1422063559293747, 0.13802801569302878, 0.14435977737108865, 0.1553459366162618, 0.13281412422657013, 0.14330145716667175, 0.14680599172910055, 0.1365309531490008, 0.13690555095672607, 0.1377099653085073, 0.13580928246180216, 0.13879131774107614, 0.14465945462385812]","[0.060093965381383896, 0.9338247776031494, 0.07208855450153351, 0.9322031140327454, 0.0, 0.0, 0.0, 0.0, 0.050072938203811646, 0.929848849773407, 0.0, 0.0, 0.9295717477798462, 0.9350499510765076, 0.0, 0.0, 0.07251308858394623, 0.07255877554416656, 0.07196441292762756, 0.0, 0.0, 0.9485529661178589]"
0,300,34,11,22,H,2,-0.08605746179819107,33,39,22,"[0.0954730287194252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0941123515367508, 0.0, 0.08995082850257556, 0.09727992365757625, 0.0963938335577647, 0.09191724161307017, 0.09871632109085719, 0.09757756193478902, 0.09274014085531235, 0.0949846679965655, 0.09723267455895741, 0.09752480934063594, 0.09515555948019028, 0.0900947426756223, 0.09224410851796468, 0.09871135900417964, 0.09137498090664546, 0.0906349743405978, 0.0975222463409106, 0.09197546044985454]","[0.0, 0.13837880889574686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14319142699241638, 0.0, 0.15071639915307364, 0.13804181416829428, 0.14101537565390268, 0.1430717408657074, 0.1342518130938212, 0.1493242084980011, 0.14487458765506744, 0.13568662106990814, 0.1449514627456665, 0.14429936309655508, 0.14285479485988617, 0.14404726028442383, 0.13902930418650308, 0.15583848456541696, 0.13877315819263458, 0.14769534766674042, 0.13977535565694174, 0.14623496433099112, 0.13753483692804971, 0.1340041607618332, 0.13365917404492697, 0.1380591094493866, 0.14781208336353302, 0.13991938531398773]","[0.9590369462966919, 0.0646568238735199, 0.0, 0.0, 0.0, 0.0, 0.9313094615936279, 0.07182316482067108, 0.0, 0.0, 0.05292115733027458, 0.9462687373161316, 0.07291220128536224, 0.07097320258617401, 0.0, 0.0, 0.07236574590206146, 0.07289805263280869, 0.9360374212265015, 0.0, 0.0, 0.06781578809022903]"
0,300,34,11,22,H,3,-0.07721565663814545,33,39,22,"[0.09452718123793602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09836061795552571, 0.0, 0.09176655113697052, 0.09647085517644882, 0.09985729555288951, 0.09351009130477905, 0.10164964944124222, 0.09634020427862804, 0.0931848573187987, 0.09272323300441106, 0.09837765246629715, 0.095391978820165, 0.09329588711261749, 0.09477219730615616, 0.09650503844022751, 0.09463057418664296, 0.09646705041329066, 0.09339927136898041, 0.08866457144419353, 0.09298686931530635]","[0.0, 0.1422328179081281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13850568234920502, 0.0, 0.14230936268965402, 0.14058175683021545, 0.1350655605395635, 0.1341439957420031, 0.1424725204706192, 0.13764756421248117, 0.14477101961771646, 0.14854835967222849, 0.1440375695625941, 0.1395718256632487, 0.1466620216766993, 0.13914862275123596, 0.14382504920164743, 0.1444919208685557, 0.146535853544871, 0.13772134482860565, 0.1468576192855835, 0.14625859260559082, 0.13543329139550528, 0.13599822421868643, 0.14022142191727957, 0.14809002975622812, 0.14552814265092215, 0.13363633553187051]","[0.9287277460098267, 0.058030303567647934, 0.0, 0.0, 0.0, 0.0, 0.06782680749893188, 0.9448836445808411, 0.0, 0.0, 0.9468366503715515, 0.07256589829921722, 0.9468950033187866, 0.06872999668121338, 0.0, 0.0, 0.9291871786117554, 0.06942443549633026, 0.9321728944778442, 0.0, 0.0, 0.9487305283546448]"
0,300,34,11,22,H,4,-0.11600466817617416,33,39,22,"[0.048813064893086754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046520620584487915, 0.0, 0.0449580450852712, 0.04819756249586741, 0.04847265034914017, 0.0431906022131443, 0.047110483050346375, 0.049217949310938515, 0.046723052859306335, 0.04583168029785156, 0.04597315937280655, 0.04866190503040949, 0.04517817993958791, 0.0525279367963473, 0.04566079626480738, 0.04940722386042277, 0.04758497575918833, 0.045979149639606476, 0.048903184632460274, 0.04656565189361572]","[0.0, 0.14066692193349203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15363615254561105, 0.0, 0.1338621824979782, 0.14798671503861746, 0.14214480916659036, 0.13824985921382904, 0.1410328447818756, 0.15027424693107605, 0.13645759721597037, 0.1409515788157781, 0.1369920919338862, 0.1283025542894999, 0.13855059444904327, 0.13969498376051584, 0.1515784611304601, 0.14234756429990134, 0.13857096433639526, 0.14582784473896027, 0.1507784128189087, 0.14616266886393228, 0.1489050587018331, 0.13635727763175964, 0.141353706518809, 0.1296943003932635, 0.14695197840531668, 0.1481107622385025]","[0.0, 0.0, 0.0, 0.0, 0.0579855740070343, 0.05459779128432274, 0.0, 0.0, 0.07204582542181015, 0.07023371011018753, 0.9433384537696838, 0.05130571126937866, 0.0, 0.0, 0.06491297483444214, 0.07219325751066208, 0.0, 0.0, 0.0, 0.06788747757673264, 0.9326654076576233, 0.0]"
0,300,34,11,22,H,5,-0.13061054050922394,33,39,22,"[0.0433474692205588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04778675734996796, 0.0, 0.049895438055197396, 0.04891324043273926, 0.04792917023102442, 0.04668739686409632, 0.044017694890499115, 0.04834483563899994, 0.04748219499985377, 0.04910013576348623, 0.046374609073003135, 0.04681129505236944, 0.04754495124022166, 0.04734490563472112, 0.04632450143496195, 0.048072646061579384, 0.04672215382258097, 0.04832784583171209, 0.04656138022740682, 0.04926387468973795]","[0.0, 0.13854755461215973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1421948770682017, 0.0, 0.13859162231286368, 0.15134788552920023, 0.14481015503406525, 0.13584955036640167, 0.1374007612466812, 0.14838764568169913, 0.1411384791135788, 0.136854720612367, 0.13786781330903372, 0.14671991765499115, 0.13779978454113007, 0.1372289607922236, 0.1406568040450414, 0.14571268359820047, 0.14148055016994476, 0.14180069665114084, 0.137019212047259, 0.1424936850865682, 0.14042089879512787, 0.14023990432421365, 0.14117713769276938, 0.14250864585240683, 0.14506209890047708, 0.14441091815630594]","[0.0, 0.0, 0.0, 0.0, 0.07237686961889267, 0.9379920363426208, 0.0, 0.0, 0.9290425181388855, 0.9342284202575684, 0.07283569872379303, 0.929180920124054, 0.0, 0.0, 0.9352312088012695, 0.9296254515647888, 0.0, 0.0, 0.0, 0.06323466449975967, 0.06447973847389221, 0.0]"
0,300,34,11,22,C,0,-3.33225154876709,33,39,22,"[0.14424524456262589, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14312167217334112, 0.0, 0.14822744081417719, 0.14975575109322867, 0.1735942450662454, 0.14288388937711716, 0.14788405100504556, 0.14482537657022476, 0.14155043909947077, 0.14855082084735236, 0.16327795137961706, 0.15573995560407639, 0.14593894282976785, 0.1382627934217453, 0.144443708161513, 0.14320746064186096, 0.14633024483919144, 0.14193872114022574, 0.14369374761978784, 0.15804772327343622]","[0.0, 0.15785756210486093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14087451001008353, 0.0, 0.22535490989685059, 0.15537780274947485, 0.1600137005249659, 0.15446500976880392, 0.18277348577976227, 0.1587891032298406, 0.14737906555334726, 0.1998083641131719, 0.14044339954853058, 0.1331664820512136, 0.1454512526591619, 0.18476534883181253, 0.15104148288567862, 0.14566050469875336, 0.23368745545546213, 0.2059894253810247, 0.15828416248162588, 0.18391946454842886, 0.1940721074740092, 0.13293446600437164, 0.14151717722415924, 0.13748067617416382, 0.1560391883055369, 0.16041654845078787]","[0.06893802434206009, 0.06528857350349426, 0.06159878894686699, 0.06071903184056282, 0.0, 0.0, 0.0729895755648613, 0.071314737200737, 0.06961993873119354, 0.06932877004146576, 0.9345168471336365, 0.07159853726625443, 0.9345557689666748, 0.9444518089294434, 0.9302957653999329, 0.07155308127403259, 0.9314597249031067, 0.06871051341295242, 0.9308717250823975, 0.06202325224876404, 0.9298131465911865, 0.07183563709259033]"
0,300,34,11,22,C,1,-4.747330665588379,33,39,22,"[0.21824214359124502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14231508473555246, 0.0, 0.15855778257052103, 0.2905658806363742, 0.19839357088009515, 0.1411972095568975, 0.30117112894852954, 0.17739388098319372, 0.16271601617336273, 0.1829566533366839, 0.16262680292129517, 0.2509438594182332, 0.16814490656057993, 0.15756021564205488, 0.17596451193094254, 0.17302455380558968, 0.18011162678400675, 0.1495047335823377, 0.15475627531607947, 0.17338869969050089]","[0.0, 0.2691945930322011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2162671983242035, 0.0, 0.2377364089091619, 0.3142523914575577, 0.22672824064890543, 0.33669017752011615, 0.3254297375679016, 0.2137016107638677, 0.2860289166371028, 0.30129187802473706, 0.20544697841008505, 0.2683959851662318, 0.18468661109606424, 0.21920409301916757, 0.28295345852772397, 0.22660870353380838, 0.2720786432425181, 0.22290737926959991, 0.3110095262527466, 0.20524488389492035, 0.18481338520844778, 0.2981075445810954, 0.14997076988220215, 0.18721341590086618, 0.3113566388686498, 0.21410835782686868]","[0.07213815301656723, 0.9453620910644531, 0.0, 0.0, 0.9271381497383118, 0.929304838180542, 0.0, 0.0, 0.09156270325183868, 0.07351209223270416, 0.9336406588554382, 0.9400964975357056, 0.9286686182022095, 0.06259610503911972, 0.1127677634358406, 0.09956499189138412, 0.9284976720809937, 0.929967999458313, 0.92801833152771, 0.9382030963897705, 0.8240523338317871, 0.07106862962245941]"
0,300,34,11,22,C,2,-3.3372950553894043,33,39,22,"[0.13874303922057152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14055844644705454, 0.0, 0.1431658094127973, 0.14507646610339484, 0.16423809776703516, 0.1361954684058825, 0.14776607106129327, 0.14039130260547003, 0.14499064038197199, 0.14483672380447388, 0.14784875015417734, 0.14782292395830154, 0.14842288941144943, 0.14037065704663595, 0.14514953394730887, 0.143108069896698, 0.14145432660977045, 0.14547473440567651, 0.14642231911420822, 0.1446080505847931]","[0.0, 0.16459060708681741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.145175168911616, 0.0, 0.27149444818496704, 0.17820081611474356, 0.15264567732810974, 0.17788243293762207, 0.1910144736369451, 0.13999774307012558, 0.1395191748936971, 0.22950362662474313, 0.15684311091899872, 0.14313121636708578, 0.14959539473056793, 0.189631720383962, 0.15771612028280893, 0.14694461723168692, 0.24162927269935608, 0.24813345571359, 0.15366432070732117, 0.21396086116631827, 0.23275507986545563, 0.13835826516151428, 0.14550707737604776, 0.14375387132167816, 0.16235123574733734, 0.15155150492986044]","[0.9287524223327637, 0.9287559986114502, 0.07299619168043137, 0.061985962092876434, 0.0, 0.0, 0.07276882976293564, 0.07307053357362747, 0.07301922142505646, 0.07296692579984665, 0.9477093815803528, 0.9291613698005676, 0.9342846274375916, 0.9318901896476746, 0.9327628016471863, 0.9301191568374634, 0.07339930534362793, 0.9278101325035095, 0.07126468420028687, 0.07010254263877869, 0.07172168046236038, 0.061951588839292526]"
0,310,35,12,22,H,0,-0.08007647097110748,33,39,22,"[0.06997945345938206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0687761977314949, 0.0, 0.07206404954195023, 0.07065163180232048, 0.07099901512265205, 0.07433804497122765, 0.07042547315359116, 0.06868627108633518, 0.07219576463103294, 0.06629425659775734, 0.07317102700471878, 0.06906389631330967, 0.07310407236218452, 0.07023769430816174, 0.07214606553316116, 0.07100309431552887, 0.07298107072710991, 0.06798193976283073, 0.06847003102302551, 0.06926099210977554]","[0.0, 0.13813053568204245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1397403379281362, 0.0, 0.15061957140763602, 0.14544990162054697, 0.15116910636425018, 0.14612836639086405, 0.13651818533738455, 0.1286531686782837, 0.14100230733553568, 0.14453250169754028, 0.1401072988907496, 0.1417579104502996, 0.13700522482395172, 0.13649290800094604, 0.1514213631550471, 0.14880619943141937, 0.13893842697143555, 0.14119415978590646, 0.14567205806573233, 0.13912028074264526, 0.1466586043437322, 0.1470870077610016, 0.14248857895533243, 0.1441355695327123, 0.14414127667744955, 0.14455271263917288]","[0.9343093037605286, 0.07055909931659698, 0.0, 0.07020872831344604, 0.930682897567749, 0.929192841053009, 0.9612246155738831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07045581191778183, 0.9291720390319824, 0.9345541000366211, 0.9318297505378723, 0.0, 0.0, 0.0, 0.0, 0.9312006831169128, 0.0]"
0,310,35,12,22,H,1,-0.03837461397051811,33,39,22,"[0.07486236467957497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07277791202068329, 0.0, 0.07328950613737106, 0.07243785820901394, 0.07284710742533207, 0.06886598095297813, 0.07081439346075058, 0.06997838988900185, 0.0701268520206213, 0.07491516694426537, 0.07217725552618504, 0.07411589473485947, 0.07092360965907574, 0.07471774332225323, 0.07208315469324589, 0.07280480489134789, 0.06899179704487324, 0.07337594591081142, 0.07534335181117058, 0.07098939456045628]","[0.0, 0.14534956713517508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15197757879892984, 0.0, 0.1396800676981608, 0.14373423159122467, 0.14762285351753235, 0.13426359246174494, 0.1445139398177465, 0.1547545144955317, 0.1461700697739919, 0.14214816192785898, 0.13890385131041208, 0.13182448347409567, 0.14696953694025675, 0.1390409121910731, 0.1389215091864268, 0.14597326517105103, 0.14005661010742188, 0.1382561276356379, 0.1391821950674057, 0.14090558886528015, 0.14048407971858978, 0.14156590402126312, 0.1538661072651545, 0.14532165229320526, 0.1513452430566152, 0.14141497512658438]","[0.9313552975654602, 0.06610538065433502, 0.0, 0.06762179732322693, 0.9294691681861877, 0.9307764768600464, 0.9337042570114136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05597061663866043, 0.9290313720703125, 0.0479816235601902, 0.9294605255126953, 0.0, 0.0, 0.0, 0.0, 0.0637996718287468, 0.0]"
0,310,35,12,22,H,2,-0.0010578647488728166,33,39,22,"[0.07385257445275784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07216538488864899, 0.0, 0.07341102324426174, 0.071471206843853, 0.06665919348597527, 0.07238815352320671, 0.07190223410725594, 0.0718897320330143, 0.07133596017956734, 0.07370436377823353, 0.07305750716477633, 0.07032068260014057, 0.0743381679058075, 0.06932357884943485, 0.06852531153708696, 0.07265416532754898, 0.06757000833749771, 0.07031922228634357, 0.0694595742970705, 0.07259914092719555]","[0.0, 0.14385986824830374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14638041953245798, 0.0, 0.14693363507588705, 0.13868379592895508, 0.15244490404923758, 0.14101560413837433, 0.14557627340157828, 0.14614390830198923, 0.13898593684037527, 0.14192978044350943, 0.14303085207939148, 0.1416874627272288, 0.14932370682557425, 0.15094588696956635, 0.14870348076025644, 0.13553949197133383, 0.13359180092811584, 0.14463634292284647, 0.14119476079940796, 0.13482704758644104, 0.14608613153298697, 0.14838469525178274, 0.14573919773101807, 0.14237070083618164, 0.15117773413658142, 0.13978573183218637]","[0.929192841053009, 0.9289054870605469, 0.0, 0.06849178671836853, 0.06541895866394043, 0.07272185385227203, 0.9299563765525818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06304149329662323, 0.9446833729743958, 0.9378427863121033, 0.06313177943229675, 0.0, 0.0, 0.0, 0.0, 0.07171006500720978, 0.0]"
0,310,35,12,22,H,3,-0.023427002131938934,33,39,22,"[0.06995462626218796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07323191128671169, 0.0, 0.0704060960561037, 0.0717700831592083, 0.07035500928759575, 0.07118925452232361, 0.07662517763674259, 0.0706727709621191, 0.06858667731285095, 0.07362315617501736, 0.0725159253925085, 0.06835078075528145, 0.07133248634636402, 0.07117375172674656, 0.07154854945838451, 0.06940692476928234, 0.07046656217426062, 0.06746608950197697, 0.0693863071501255, 0.07772030681371689]","[0.0, 0.13845331966876984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15434705714384714, 0.0, 0.15425879259904227, 0.14051461219787598, 0.14693776269753775, 0.13265227774779, 0.13968886931737265, 0.152501051624616, 0.14175359904766083, 0.14304212232430777, 0.14240895211696625, 0.14085539182027182, 0.14255690077940622, 0.14170512557029724, 0.13470355172952017, 0.13393110036849976, 0.13511560360590616, 0.14310781160990396, 0.14427299300829569, 0.13820368548234305, 0.14001138508319855, 0.1372705101966858, 0.14875184992949167, 0.14334805806477866, 0.13875711957613626, 0.1553613543510437]","[0.9292929768562317, 0.0, 0.9289811849594116, 0.0714573934674263, 0.0, 0.0, 0.0, 0.0, 0.9323358535766602, 0.07163656502962112, 0.07102910429239273, 0.0, 0.0, 0.0, 0.0, 0.056611206382513046, 0.06819889694452286, 0.07281457632780075, 0.9296414852142334, 0.0, 0.05582135543227196, 0.0]"
