target_node_type, feature_source_type, feature_idx, feature_importance_mean, feature_importance_median, feature_importance_std, feature_variance_mean , feature_variance_median, feature_variance_std  , n_node_entries, feature_name     , feature_label
C               , H                  ,          30,     0.14625080750031177,       0.14278440944850446,   0.05341422515053457 , 0.00013468246790654013, 1.9684201865278545e-05 , 0.0004097131243564425 ,            308, BO_loew          , H:BO_loew
C               , H                  ,          31,     0.14010033478751008,       0.1433361066505313 ,   0.04386958039982125 , 9.810814355980805e-05 , 2.1810532743767042e-05 , 0.00032272068445449604,            308, BO_mayer         , H:BO_mayer
C               , H                  ,          15,     0.1286254705615675 ,       0.1382593047246337 ,   0.03590595556337806 , 2.830923961974965e-05 , 1.0230509465455895e-05 , 5.652127562834321e-05 ,            308, degree           , H:degree
C               , H                  ,          13,     0.11919974524389715,       0.12925599325034354,   0.028095564377106457, 8.695582174805912e-06 , 6.218010930899934e-06  , 8.496417960921942e-06 ,            308, mass             , H:mass
C               , C                  ,           0,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, H                , C:H
C               , C                  ,           2,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, Li               , C:Li
C               , C                  ,           3,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, B                , C:B
C               , C                  ,           4,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, N                , C:N
C               , C                  ,           5,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, O                , C:O
C               , C                  ,           6,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, Na               , C:Na
C               , C                  ,           7,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, Mg               , C:Mg
C               , C                  ,           8,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, Al               , C:Al
C               , C                  ,           9,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, Si               , C:Si
C               , C                  ,          10,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, P                , C:P
C               , C                  ,          11,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, S                , C:S
C               , C                  ,          12,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, Cl               , C:Cl
C               , C                  ,          14,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, formal_charge    , C:formal_charge
C               , H                  ,           1,     0.0                ,       0.0                ,   0.0                 , 0.0                   , 0.0                    , 0.0                   ,            308, C                , H:C
