"Name"                    , "State"   , "Notes", "User", "Tags", "Created"                 , "Runtime", "Sweep", "ablation_drop_indices"         , "ablation_feature_key", "ablation_feature_name", "ablation_mode", "ablation_node_type", "batch_size", "encoder_dropout", "gnnlayer_dropout", "hidden_dim", "in_dim_dict.C", "in_dim_dict.H", "in_dim_dict.Others", "loss_weight_C", "loss_weight_H", "lr"    , "normalize_edge_features", "normalize_node_features", "num_epochs", "num_gnn_layers", "operator_type", "optimizer", "out_dim", "output_detailed_predictions", "output_dir", "scheduler_factor", "scheduler_patience", "seed", "split_ratio"    , "weight_decay", "epoch", "run_status", "test_mae_C"        , "test_mae_H"          , "test_mse_C"        , "test_mse_H"           , "train_mae_C"       , "train_mae_H"         , "train_mse_C"       , "train_mse_H"          , "val_mae_C"         , "val_mae_H"           , "val_mse_C"         , "val_mse_H"            , "val_score"
"drop_mayer_VA_C"         , "finished", "-"    , ""    , ""    , "2026-03-06T02:55:09.000Z", "321"    , ""     , "[38]"                          , "mayer_VA_C"          , "mayer_VA"             , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6266096168756485", "0.039637875966727736", "0.7189675523340702", "0.004053282842893774" , "0.5646125224232673", "0.028383026976998037", "0.8665236377716065", "0.0015454013501696934", "0.8303237738353866", "0.034214901099247595", "1.9780636857130696", "0.002339569669233502" , "0.5862363924139313"
"drop_BO_mayer_av_C"      , "finished", "-"    , ""    , ""    , "2026-03-06T02:46:35.000Z", "512"    , ""     , "[37]"                          , "BO_mayer_av_C"       , "BO_mayer_av"          , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "55"   , "ok"        , "0.5817413820823034", "0.0396271014213562"  , "0.6843227521081765", "0.0033892528130672873", "0.4895114083015002", "0.024517656676471232", "0.6771960402308749", "0.0011693775668838778", "0.7160348519682884", "0.03316693776952369" , "1.131977008017046" , "0.002100450927225341" , "0.5238521148317626"
"drop_BO_mayer_sum_C"     , "finished", "-"    , ""    , ""    , "2026-03-06T02:41:13.000Z", "321"    , ""     , "[36]"                          , "BO_mayer_sum_C"      , "BO_mayer_sum"         , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6343887895345688", "0.04031440645456314" , "0.8358274984359741", "0.004550710815237835" , "0.5789923975559381", "0.027965632487948124", "0.9459164534623806", "0.0015153261034552435", "0.6914848370211465", "0.03421610186674765" , "1.033502528124622" , "0.002391248191374221" , "0.5168229278443115"
"drop_BO_loew_av_C"       , "finished", "-"    , ""    , ""    , "2026-03-06T02:35:47.000Z", "323"    , ""     , "[35]"                          , "BO_loew_av_C"        , "BO_loew_av"           , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6317321701844534", "0.04046822362889846" , "0.7551445911327997", "0.004413793724573528" , "0.5715166275547101", "0.02836701163592247" , "0.8565293281926558", "0.001519775407281346" , "0.7510438305991036", "0.03498528533216034" , "1.3105466918753723", "0.0024569833218785267", "0.5504483419603535"
"drop_BO_loew_sum_C"      , "finished", "-"    , ""    , ""    , "2026-03-06T02:33:07.000Z", "159"    , ""     , "[34]"                          , "BO_loew_sum_C"       , "BO_loew_sum"          , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "16"   , "ok"        , "0.6958823378880818", "0.04255002820243438" , "1.045357819199562" , "0.0050797601300291715", "0.6391126930713653", "0.032535587351482646", "0.9525827666028188", "0.001994175567972259" , "0.7516928393925939", "0.03588960294478706" , "1.4549497688455242", "0.002274611105427279" , "0.5552944344202322"
"drop_orb_stdev_loew_p_C" , "finished", "-"    , ""    , ""    , "2026-03-06T02:30:26.000Z", "159"    , ""     , "[33]"                          , "orb_stdev_loew_p_C"  , "orb_stdev_loew_p"     , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "16"   , "ok"        , "0.6859009110927582", "0.04318156133095424" , "1.0255582481622696", "0.005590761289543783" , "0.628171841272941" , "0.03290324246940705" , "0.9166244377826268", "0.002038983413949609" , "0.771172400031771" , "0.0363820248549538"  , "1.537175849346178" , "0.0023943796425425845", "0.5674963242906546"
"drop_orb_charge_loew_d_C", "finished", "-"    , ""    , ""    , "2026-03-06T02:25:55.000Z", "269"    , ""     , "[32]"                          , "orb_charge_loew_d_C" , "orb_charge_loew_d"    , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "28"   , "ok"        , "0.624273444811503" , "0.04263901231189569" , "0.7346070868770281", "0.004504994400776923" , "0.5894468895288614", "0.02894422733439849" , "0.854579989147874" , "0.0016018824987650776", "0.8200180104800633", "0.032324467998530185", "1.6629848147609405", "0.0020875988927270685", "0.5716313452326826"
"drop_orb_charge_loew_p_C", "finished", "-"    , ""    , ""    , "2026-03-06T02:23:15.000Z", "158"    , ""     , "[31]"                          , "orb_charge_loew_p_C" , "orb_charge_loew_p"    , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "16"   , "ok"        , "0.7451336026191712", "0.0436893197397391"  , "1.141303191582362" , "0.005078641742002219" , "0.650003157212184" , "0.03316027944764266" , "0.9713146297117838", "0.0020934114383103757", "0.8357712390167372", "0.04155323750206402" , "2.370789990893432" , "0.0038648212619591506", "0.6256518070186887"
"drop_orb_charge_loew_s_C", "finished", "-"    , ""    , ""    , "2026-03-06T02:20:36.000Z", "158"    , ""     , "[30]"                          , "orb_charge_loew_s_C" , "orb_charge_loew_s"    , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "16"   , "ok"        , "0.6881391704082489", "0.04563925730685393" , "1.0275816949208578", "0.00548638864653185"  , "0.6716786225483967", "0.03262886464882356" , "1.093620695987573" , "0.0019784860455771334", "0.8236738600901194", "0.03411099623356547" , "1.8040795193186827", "0.002111305567502443" , "0.582391911212887"
"drop_orb_stdev_mull_p_C" , "finished", "-"    , ""    , ""    , "2026-03-06T02:15:13.000Z", "321"    , ""     , "[29]"                          , "orb_stdev_mull_p_C"  , "orb_stdev_mull_p"     , "drop_column"  , "C"                 , "2"         , "0.1"            , "0.1"             , "128"       , "38"           , "33"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "2"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6289710938930512", "0.04238408801456293" , "0.9182303542892138", "0.004530909220532824" , "0.5700831432755177", "0.027588429771936856", "0.8345840273253047", "0.001451795806866497" , "0.8187618771834033", "0.03285454060616238" , "1.4335302373128278", "0.002230098780793404" , "0.5736536416225135"
