run_name                   , feature_key           , feature_name   , node_type, drop_indices                                , drop_count, in_dim_H, in_dim_C, in_dim_Others, status, error, wandb_error, wandb_enabled, wandb_active, test_mae_H         , test_mae_C        , test_mse_H           , test_mse_C        , seed, baseline_test_mae_H, baseline_test_mae_C, groundtruth_H_pred    , groundtruth_C_pred , ablation_mode, ablation_node_type, ablation_feature_key  , ablation_feature_name, ablation_drop_indices                       , run_status
all_features_on            , all_features_on       , all_features_on, all      , []                                          ,          0,       33,       39,            16, ok    ,      ,            , True         , True        , 0.04097452640533447, 0.5720008856058121, 0.004423509566501404 , 0.607487846116225 ,    0, 0.04097452640533447,  0.5720008856058121, 0.0                   , 0.0                , drop_column  , all               , all_features_on       , all_features_on      , []                                          , ok
drop_nodetype_onehot_Others, nodetype_onehot_Others, nodetype_onehot, Others   , "[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",         13,       33,       39,             3, ok    ,      ,            , True         , True        , 0.04159856273482243, 0.6447554449240367, 0.004629536035160224 , 0.7094246472915013,    0, 0.04097452640533447,  0.5720008856058121, 0.0006240363294879592 , 0.07275455931822461, drop_column  , Others            , nodetype_onehot_Others, nodetype_onehot      , "[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]", ok
drop_mass_Others           , mass_Others           , mass           , Others   , [13]                                        ,          1,       33,       39,            15, ok    ,      ,            , True         , True        , 0.04093707839647929, 0.5303753970066706, 0.004364141596015543 , 0.5372466681400935,    0, 0.04097452640533447,  0.5720008856058121, -3.74480088551829e-05 , -0.0416254885991415, drop_column  , Others            , mass_Others           , mass                 , [13]                                        , ok
drop_formal_charge_Others  , formal_charge_Others  , formal_charge  , Others   , [14]                                        ,          1,       33,       39,            15, ok    ,      ,            , True         , True        , 0.03953489768008391, 0.7052617633342743, 0.0042119682832465815, 0.8620987235506375,    0, 0.04097452640533447,  0.5720008856058121, -0.0014396287252505593, 0.13326087772846218, drop_column  , Others            , formal_charge_Others  , formal_charge        , [14]                                        , ok
drop_degree_Others         , degree_Others         , degree         , Others   , [15]                                        ,          1,       33,       39,            15, ok    ,      ,            , True         , True        , 0.0391569135338068 , 0.6147110462188721, 0.0038098119071219116, 0.6985213357210159,    0, 0.04097452640533447,  0.5720008856058121, -0.0018176128715276726, 0.04271016061305999, drop_column  , Others            , degree_Others         , degree               , [15]                                        , ok
