"Name"                    , "State"   , "Notes", "User", "Tags", "Created"                 , "Runtime", "Sweep", "ablation_drop_indices"         , "ablation_feature_key", "ablation_feature_name", "ablation_mode", "ablation_node_type", "batch_size", "encoder_dropout", "gnnlayer_dropout", "hidden_dim", "in_dim_dict.C", "in_dim_dict.H", "in_dim_dict.Others", "loss_weight_C", "loss_weight_H", "lr"    , "normalize_edge_features", "normalize_node_features", "num_epochs", "num_gnn_layers", "operator_type", "optimizer", "out_dim", "output_detailed_predictions", "output_dir", "scheduler_factor", "scheduler_patience", "seed", "split_ratio"    , "weight_decay", "epoch", "run_status", "test_mae_C"        , "test_mae_H"          , "test_mse_C"        , "test_mse_H"           , "train_mae_C"       , "train_mae_H"         , "train_mse_C"       , "train_mse_H"          , "val_mae_C"         , "val_mae_H"           , "val_mse_C"         , "val_mse_H"            , "val_score"
"drop_orb_charge_loew_s_H", "finished", "-"    , ""    , ""    , "2026-03-05T13:25:34.000Z", "325"    , ""     , "[28]"                          , "orb_charge_loew_s_H" , "orb_charge_loew_s"    , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6471052014827728", "0.04318254694342613" , "0.8957443362971147", "0.004488978691709538" , "0.5451017749768037", "0.027674070533651573", "0.7511459884448694", "0.0014375525168053662", "0.6535731630665915", "0.03214173004297274" , "0.971024200852428" , "0.0021328889893733765", "0.48749523174815945"
"drop_orb_charge_mull_p_H", "finished", "-"    , ""    , ""    , "2026-03-05T13:20:00.000Z", "333"    , ""     , "[27]"                          , "orb_charge_mull_p_H" , "orb_charge_mull_p"    , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6742095317443212", "0.041425421324869"   , "0.9224780543148516", "0.004374365618762871" , "0.5468533885478973", "0.02759710553317116" , "0.7296091206027912", "0.001433987897471525" , "0.7436480388045311", "0.033551018498837945", "1.815431464037725" , "0.0021779271956932334", "0.5395791118964552"
"drop_orb_charge_mull_s_H", "finished", "-"    , ""    , ""    , "2026-03-05T13:14:32.000Z", "326"    , ""     , "[26]"                          , "orb_charge_mull_s_H" , "orb_charge_mull_s"    , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6670048450430234", "0.04225231260061264" , "0.9735928715765476", "0.0044342039502225815", "0.5600936373839012", "0.027227017145890455", "0.7897133272800309", "0.0014018800714984535", "0.7131816451038633", "0.032931958604604"   , "1.3661205000111034", "0.002152007108504352" , "0.5212506155749517"
"drop_at_charge_loew_H"   , "finished", "-"    , ""    , ""    , "2026-03-05T13:08:54.000Z", "337"    , ""     , "[25]"                          , "at_charge_loew_H"    , "at_charge_loew"       , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "35"   , "ok"        , "0.6018273929754893", "0.04072316008309523" , "0.7214286822080612", "0.003998893642565235" , "0.5346271880085651", "0.026684510404100786", "0.7123785328693115", "0.001366444770963146" , "0.6477377844708306", "0.03368670651689172" , "1.0409367732703685", "0.002069440618756094" , "0.4923024248198739"
"drop_at_charge_mull_H"   , "finished", "-"    , ""    , ""    , "2026-03-05T13:03:25.000Z", "328"    , ""     , "[24]"                          , "at_charge_mull_H"    , "at_charge_mull"       , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6037087814013163", "0.04161340708533923" , "0.6761947264273961", "0.004189629887308304" , "0.5473161663229649", "0.027385670946767696", "0.725865489880626" , "0.001397269042522217" , "0.8775989821978978", "0.03336569166609219" , "1.8274667872914243", "0.00228885310311203"  , "0.6056279494294099"
"drop_anisotropy_H"       , "finished", "-"    , ""    , ""    , "2026-03-05T12:57:57.000Z", "326"    , ""     , "[23]"                          , "anisotropy_H"        , "anisotropy"           , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6017428249120712", "0.041836131339271866", "0.6984440424044926", "0.004264234711881727" , "0.5494587119267537", "0.027549007108005192", "0.7329077133937524", "0.001413667854011202" , "0.6784890655960355", "0.03417692370712757" , "1.0444993620472296", "0.0023361883662541263", "0.5101291513336557"
"drop_asymmetry_H"        , "finished", "-"    , ""    , ""    , "2026-03-05T12:52:29.000Z", "327"    , ""     , "[22]"                          , "asymmetry_H"         , "asymmetry"            , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.5766411478320758", "0.04213163169721763" , "0.6366246443986893", "0.004366325953742489" , "0.539057041314932" , "0.02786617788271262" , "0.7181347329398761", "0.0014290811386084756", "0.6506197635616575", "0.03323639938607812" , "1.0724745191101517", "0.0020119863682858913", "0.49149187871121935"
"drop_skew_H"             , "finished", "-"    , ""    , ""    , "2026-03-05T12:47:00.000Z", "328"    , ""     , "[21]"                          , "skew_H"              , "skew"                 , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6198088214794795", "0.039522771189610166", "0.8593348470826944", "0.003719086725808059" , "0.5744846171599168", "0.02779804009084518" , "0.8107092787898503", "0.0014742727835143272", "0.8110939413309097", "0.034161038989467284", "1.523974432689803" , "0.0023236944930561418", "0.5763521656127912"
"drop_span_H"             , "finished", "-"    , ""    , ""    , "2026-03-05T12:41:52.000Z", "307"    , ""     , "[20]"                          , "span_H"              , "span"                 , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "32"   , "ok"        , "0.721105062365532" , "0.04400017965584993" , "1.0181454299390316", "0.0047057796223089095", "0.5810628458628287", "0.02736663807470065" , "0.8179022030646984", "0.001422729344608692" , "0.6660508849791118", "0.03811989235026496" , "1.1211009406085526", "0.0026392596615811012", "0.5236249042408807"
"drop_shielding_para_H"   , "finished", "-"    , ""    , ""    , "2026-03-05T12:36:25.000Z", "325"    , ""     , "[19]"                          , "shielding_para_H"    , "shielding_para"       , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6735694795846939", "0.04098195926596721" , "1.0085531847675642", "0.004435004957097893" , "0.5485865297684303", "0.02747524133955057" , "0.7201191682368517", "0.0014008897811156485", "0.7867505644048963", "0.03393614938748735" , "1.8045011334121228", "0.0022207681505408672", "0.563056029139885"
"drop_shielding_dia_H"    , "finished", "-"    , ""    , ""    , "2026-03-05T12:30:58.000Z", "325"    , ""     , "[18]"                          , "shielding_dia_H"     , "shielding_dia"        , "drop_column"  , "H"                 , "2"         , "0.1"            , "0.1"             , "128"       , "39"           , "32"           , "16"                , "1"            , "10"           , "0.0002", "true"                   , "true"                   , "80"        , "3"             , "GraphConv"    , "Adam"     , "128"    , "false"                      , "results"   , "0.7"             , "15"                , "0"   , "[0.7,0.15,0.15]", "0.00005"     , "34"   , "ok"        , "0.6664843287070592", "0.04155327700078487" , "0.9280215673148632", "0.004139859084195147" , "0.5615916841763716", "0.027545023186562153", "0.8094397937277189", "0.001423692411940115" , "0.7491923457809857", "0.03159958851922836" , "2.016199693935258" , "0.0020661134775894294", "0.5325941154866347"
