graph_idx,node_type,node_idx,method,sparsity_target,pred_orig,pred_drop,pred_keep,target,error_orig,error_drop,error_keep,fid_plus_model,fid_minus_model,fid_plus_error_delta,fid_minus_error_delta,n_edges_considered,k_edges,actual_sparsity_edge,grid_run_id,mask_variant,sparsity_target_requested
380,H,7,gnnexplainer,0.5,-0.025298241525888443,-0.025912046432495117,-0.024569272994995117,-0.0037771498318761587,0.021521091694012284,0.02213489660061896,0.02079212316311896,0.0006138049066066742,0.0007289685308933258,0.0006138049066066742,-0.0007289685308933258,24,12,0.5,run_01_s50_zero,zero,0.5
380,C,0,gnnexplainer,0.5,-0.011481314897537231,-2.493746757507324,0.11539755761623383,0.17328409850597382,0.18476541340351105,2.667030856013298,0.05788654088973999,2.482265442609787,0.12687887251377106,2.482265442609787,-0.12687887251377106,24,12,0.5,run_01_s50_zero,zero,0.5
380,C,1,gnnexplainer,0.5,-2.963667631149292,-2.450317859649658,-3.4346694946289062,-2.9316675662994385,0.032000064849853516,0.4813497066497803,0.5030019283294678,0.5133497714996338,0.47100186347961426,0.44934964179992676,0.47100186347961426,24,12,0.5,run_01_s50_zero,zero,0.5
380,C,2,gnnexplainer,0.5,-15.949727058410645,-12.331339836120605,-13.447379112243652,-16.425132751464844,0.4754056930541992,4.093792915344238,2.9777536392211914,3.618387222290039,2.502347946166992,3.618387222290039,2.502347946166992,24,12,0.5,run_01_s50_zero,zero,0.5
380,C,3,gnnexplainer,0.5,-1.695212483406067,-2.454216480255127,-2.2351396083831787,-1.3898565769195557,0.30535590648651123,1.0643599033355713,0.845283031463623,0.7590039968490601,0.5399271249771118,0.7590039968490601,0.5399271249771118,24,12,0.5,run_01_s50_zero,zero,0.5
450,H,0,gnnexplainer,0.5,-0.04355114698410034,-0.04155152291059494,-0.07626562565565109,0.03275012969970703,0.07630127668380737,0.07430165261030197,0.10901575535535812,0.0019996240735054016,0.03271447867155075,-0.0019996240735054016,0.03271447867155075,30,15,0.5,run_01_s50_zero,zero,0.5
450,H,1,gnnexplainer,0.5,-0.06927318125963211,-0.04437952861189842,-0.05470307916402817,-0.0715140700340271,0.002240888774394989,0.027134541422128677,0.016810990869998932,0.02489365264773369,0.014570102095603943,0.02489365264773369,0.014570102095603943,30,15,0.5,run_01_s50_zero,zero,0.5
450,H,2,gnnexplainer,0.5,-0.06935058534145355,-0.048916831612586975,-0.07213346660137177,-0.07355805486440659,0.0042074695229530334,0.02464122325181961,0.0014245882630348206,0.020433753728866577,0.002782881259918213,0.020433753728866577,-0.002782881259918213,30,15,0.5,run_01_s50_zero,zero,0.5
450,H,3,gnnexplainer,0.5,-0.14339891076087952,-0.11925430595874786,-0.1268056035041809,-0.23171529173851013,0.08831638097763062,0.11246098577976227,0.10490968823432922,0.024144604802131653,0.01659330725669861,0.024144604802131653,0.01659330725669861,30,15,0.5,run_01_s50_zero,zero,0.5
450,C,0,gnnexplainer,0.5,-5.920004844665527,-5.84467887878418,-6.241842746734619,-7.761427879333496,1.8414230346679688,1.9167490005493164,1.519585132598877,0.07532596588134766,0.3218379020690918,0.07532596588134766,-0.3218379020690918,30,15,0.5,run_01_s50_zero,zero,0.5
450,C,1,gnnexplainer,0.5,-8.008285522460938,-5.226348876953125,-8.497386932373047,-9.08093547821045,1.0726499557495117,3.854586601257324,0.5835485458374023,2.7819366455078125,0.4891014099121094,2.7819366455078125,-0.4891014099121094,30,15,0.5,run_01_s50_zero,zero,0.5
450,C,2,gnnexplainer,0.5,-0.7208598256111145,-2.2304811477661133,-1.0433986186981201,-0.7991183996200562,0.07825857400894165,1.4313627481460571,0.24428021907806396,1.5096213221549988,0.3225387930870056,1.3531041741371155,0.16602164506912231,30,15,0.5,run_01_s50_zero,zero,0.5
450,C,3,gnnexplainer,0.5,-5.4790120124816895,-4.846041202545166,-5.40308952331543,-5.140366077423096,0.33864593505859375,0.2943248748779297,0.262723445892334,0.6329708099365234,0.07592248916625977,-0.04432106018066406,-0.07592248916625977,30,15,0.5,run_01_s50_zero,zero,0.5
450,C,4,gnnexplainer,0.5,-3.9353888034820557,-3.461000680923462,-4.164400100708008,-3.6308069229125977,0.304581880569458,0.16980624198913574,0.5335931777954102,0.47438812255859375,0.22901129722595215,-0.13477563858032227,0.22901129722595215,30,15,0.5,run_01_s50_zero,zero,0.5
490,H,0,gnnexplainer,0.5,-0.17315952479839325,-0.10439814627170563,-0.18496978282928467,-0.23058383166790009,0.057424306869506836,0.12618568539619446,0.04561404883861542,0.06876137852668762,0.011810258030891418,0.06876137852668762,-0.011810258030891418,30,15,0.5,run_01_s50_zero,zero,0.5
490,H,1,gnnexplainer,0.5,-0.15685632824897766,-0.08924068510532379,-0.16881582140922546,-0.249619260430336,0.09276293218135834,0.1603785753250122,0.08080343902111053,0.06761564314365387,0.011959493160247803,0.06761564314365387,-0.011959493160247803,30,15,0.5,run_01_s50_zero,zero,0.5
490,H,2,gnnexplainer,0.5,-0.18034976720809937,-0.12343157827854156,-0.15926329791545868,-0.26599687337875366,0.0856471061706543,0.1425652951002121,0.10673357546329498,0.0569181889295578,0.021086469292640686,0.0569181889295578,0.021086469292640686,30,15,0.5,run_01_s50_zero,zero,0.5
490,H,5,gnnexplainer,0.5,-0.12873896956443787,-0.07705125212669373,-0.13699226081371307,-0.1509436070919037,0.02220463752746582,0.07389235496520996,0.013951346278190613,0.05168771743774414,0.008253291249275208,0.05168771743774414,-0.008253291249275208,30,15,0.5,run_01_s50_zero,zero,0.5
490,H,6,gnnexplainer,0.5,-0.12632957100868225,-0.07241173088550568,-0.12196499109268188,-0.1284528225660324,0.0021232515573501587,0.05604109168052673,0.006487831473350525,0.053917840123176575,0.004364579916000366,0.053917840123176575,0.004364579916000366,30,15,0.5,run_01_s50_zero,zero,0.5
490,C,0,gnnexplainer,0.5,-3.129530668258667,-2.3957042694091797,-2.959798812866211,-4.111388683319092,0.9818580150604248,1.715684413909912,1.1515898704528809,0.7338263988494873,0.16973185539245605,0.7338263988494873,0.16973185539245605,30,15,0.5,run_01_s50_zero,zero,0.5
490,C,1,gnnexplainer,0.5,-15.582393646240234,-12.336370468139648,-15.951874732971191,-16.991817474365234,1.409423828125,4.655447006225586,1.039942741394043,3.246023178100586,0.36948108673095703,3.246023178100586,-0.36948108673095703,30,15,0.5,run_01_s50_zero,zero,0.5
490,C,2,gnnexplainer,0.5,-3.881084442138672,-3.0074639320373535,-4.633520126342773,-4.111124038696289,0.2300395965576172,1.1036601066589355,0.5223960876464844,0.8736205101013184,0.7524356842041016,0.8736205101013184,0.2923564910888672,30,15,0.5,run_01_s50_zero,zero,0.5
