graph_idx,node_type,node_idx,method,sparsity_target,mask_baseline_mode,ig_baseline_mode,pred_orig,pred_drop,pred_keep,target,error_orig,error_drop,error_keep,fid_plus_model,fid_minus_model,fid_plus_error_delta,fid_minus_error_delta,n_features,k_features,actual_sparsity_feat,n_features_target,k_features_target,grid_run_id,mask_variant,sparsity_target_requested
170,H,7,gnnexplainer,0.5,zero,scientific,-0.07790827751159668,-0.09230098873376846,-0.06223981827497482,-0.02896150015294552,0.04894677735865116,0.06333948858082294,0.033278318122029305,0.014392711222171783,0.015668459236621857,0.014392711222171783,-0.015668459236621857,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,7,integrated_gradients,0.5,zero,scientific,-0.07790827751159668,-0.07143699377775192,-0.07105301320552826,-0.02896150015294552,0.04894677735865116,0.042475493624806404,0.04209151305258274,0.006471283733844757,0.00685526430606842,-0.006471283733844757,-0.00685526430606842,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,8,gnnexplainer,0.5,zero,scientific,-0.07964935898780823,-0.1559826284646988,-0.05202926695346832,-0.02691764011979103,0.0527317188680172,0.12906498834490776,0.025111626833677292,0.07633326947689056,0.027620092034339905,0.07633326947689056,-0.027620092034339905,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,8,integrated_gradients,0.5,zero,scientific,-0.07964935898780823,-0.06609725952148438,-0.08220820128917694,-0.02691764011979103,0.0527317188680172,0.039179619401693344,0.05529056116938591,0.013552099466323853,0.0025588423013687134,-0.013552099466323853,0.0025588423013687134,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,9,gnnexplainer,0.5,zero,scientific,-0.0796414166688919,-0.13445356488227844,-0.06858905404806137,-0.025917639955878258,0.05372377671301365,0.10853592492640018,0.04267141409218311,0.054812148213386536,0.011052362620830536,0.054812148213386536,-0.011052362620830536,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,9,integrated_gradients,0.5,zero,scientific,-0.0796414166688919,-0.06609725952148438,-0.08219850063323975,-0.025917639955878258,0.05372377671301365,0.04017961956560612,0.05628086067736149,0.013544157147407532,0.0025570839643478394,-0.013544157147407532,0.0025570839643478394,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,10,gnnexplainer,0.5,zero,scientific,-0.07964157313108444,-0.1315201371908188,-0.07528457790613174,-0.025917639955878258,0.053723933175206184,0.10560249723494053,0.04936693795025349,0.051878564059734344,0.004356995224952698,0.051878564059734344,-0.004356995224952698,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,10,integrated_gradients,0.5,zero,scientific,-0.07964157313108444,-0.06607728451490402,-0.08220893144607544,-0.025917639955878258,0.053723933175206184,0.040159644559025764,0.05629129149019718,0.01356428861618042,0.0025673583149909973,-0.01356428861618042,0.0025673583149909973,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,11,gnnexplainer,0.5,zero,scientific,-0.07965811342000961,-0.11868304759263992,-0.06439168006181717,-0.02896150015294552,0.050696613267064095,0.0897215474396944,0.03543017990887165,0.03902493417263031,0.015266433358192444,0.03902493417263031,-0.015266433358192444,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
170,H,11,integrated_gradients,0.5,zero,scientific,-0.07965811342000961,-0.06607728451490402,-0.08222594112157822,-0.02896150015294552,0.050696613267064095,0.037115784361958504,0.0532644409686327,0.01358082890510559,0.0025678277015686035,-0.01358082890510559,0.0025678277015686035,662,340,0.48640483383685795,33,17,run_01_s50_zero,zero,0.5
